"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
38,"24-252.45",NA,"N2_CO2+He_2.met",5.351,2,0,196.5,281.8,53.039,1.1350713,42.3,30.6,1813,1269,0.7002143,10.889,"2024/10/02 09:39:09",NA,317.7,109.3,305.327,1.7588773,0.3,0.4,1.8,7592,8543,10018,1.1038855,1.3184764,-37.466,19.253,3.97102749200455,11.0069710874839,7.58767578419069,-25.8434620979835,1.62343745222899,51.6206721949744,0,0,0,0,1,"241001_24-252.2.xls"
40,"24-252.46",NA,"N2_CO2+He_2.met",5.094,2,0,196.3,283.8,58.175,1.3078128,41.7,30.1,1942,1352,0.6961653,4.996,"2024/10/02 10:02:00",NA,318.5,109.6,286.013,1.7307434,0.2,0.3,1.7,7093,7957,9372,1.1025314,1.3202943,-39.213,19.741,4.06345570918836,5.05075066880498,1.23196664172819,-27.7002922942638,1.87047813486065,50.7949139188352,0,0,0,0,1,"241001_24-252.2.xls"
41,"24-320.25",NA,"N2_CO2+He_2.met",5.005,2,0,195,281.6,66.309,1.517175,42.1,30.4,2282,1586,0.6951196,3.677,"2024/10/02 10:13:26",NA,317.2,103.5,251.67,1.5500054,0.3,0.4,1.8,6779,7614,8958,1.103185,1.3207345,-38.611,20.789,4.19432563458541,3.677,-0.233922642322914,-27.0604458270853,2.16991929249592,45.4905055452956,0,0,0,0,0,"241001_24-252.2.xls"
42,"24-320.26",NA,"N2_CO2+He_2.met",5.16,2,0,197.9,277.4,24.909,0.552806,42,30.3,820,569,0.6952709,3.849,"2024/10/02 10:24:51",NA,317.4,107.9,290.318,1.7343253,0.3,0.4,1.9,7359,8277,9720,1.103762,1.3200277,-38.085,20.208,3.215229183948,4.4839331898379,0.627132236694925,-26.5013773192185,0.790645449119958,50.8999853901829,0,0,0,0,1,"241001_24-252.2.xls"
7,"UU-CN-3","RM","N2_CO2+He_2.met",0.495,2,0,194.6,273.5,30.991,7.169643,36.7,26.3,1027,721,0.7014588,12.454,"2024/10/01 13:31:18","Bkgrnd 28: 45",319.8,76.2,24.392,1.5189522,0.2,0.2,1.7,789,886,1052,1.1204602,1.3342754,-24.701,29.791,3.43369683975274,12.9395024522492,9.64982365645809,-12.2759535372977,10.2542895303812,44.5795426218361,0,0,0,0,0,"241001_24-252.2.xls"
23,"UU-CN-3","RM","N2_CO2+He_2.met",0.526,2,0,194.6,276.3,34.823,7.581314,39.8,28.6,1123,789,0.701065,12,"2024/10/01 16:34:08",NA,319.6,77,26.012,1.5243553,0.4,0.5,2.2,838,939,1116,1.1193507,1.3341586,-24.857,30.884,3.55027808800952,12.4057614862383,9.08028423398402,-12.4417609274636,10.8431539327467,44.7384977579606,0,0,0,0,0,"241001_24-252.2.xls"
39,"UU-CN-3","RM","N2_CO2+He_2.met",0.512,2,0,194.5,274.9,33.184,7.4221451,41.9,30.3,1085,762,0.7016304,12.051,"2024/10/02 09:50:34",NA,319.8,77.7,25.226,1.5187292,0.4,0.6,2,801,897,1064,1.118034,1.3292041,-24.754,27.371,3.50206783204712,12.4897370499722,9.16989210955789,-12.3322855352387,10.6153412085114,44.5729959952872,0,0,0,0,0,"241001_24-252.2.xls"
12,"UU-CN-2","RM","N2_CO2+He_2.met",0.525,2,0,194.2,274.1,30.433,6.6381252,39.9,28.6,993,688,0.6921021,-0.881,"2024/10/01 14:28:26","CO2 Reference Tank: 900",319.5,75.6,23.817,1.3984178,0.4,0.4,2,772,853,1029,1.1040455,1.3343212,-39.575,30.521,3.41552754597031,-0.383069845529259,-4.56630479449148,-28.0850504688794,9.4942496468348,41.0413038216288,0,0,0,0,0,"241001_24-252.2.xls"
28,"UU-CN-2","RM","N2_CO2+He_2.met",0.516,2,0,195.1,275.4,30.487,6.7660933,39.6,28.5,979,678,0.6916911,-1.075,"2024/10/01 17:31:19",NA,320,75.6,23.191,1.3853771,0.4,0.5,2.2,750,829,1000,1.1035547,1.3351732,-39.727,31.873,3.41730036324355,-0.578282443301569,-4.77461046573468,-28.2466063875025,9.6769873569072,40.6596064034518,0,0,0,0,0,"241001_24-252.2.xls"
43,"UU-CN-2","RM","N2_CO2+He_2.met",0.513,2,0,194.9,274.4,29.406,6.5641882,41.6,30.1,957,663,0.6921143,-0.804,"2024/10/02 10:36:17",NA,319.9,76.4,23.093,1.3876185,0.4,0.6,2.1,738,815,982,1.1026946,1.3321319,-39.691,29.469,3.38119873515547,-0.282589117905261,-4.45908473977384,-28.2083431436181,9.3884472889817,40.7245586539255,0,0,0,0,0,"241001_24-252.2.xls"
6,"SPINACH","RM","N2_CO2+He_2.met",0.206,2,0,197.5,264,7.349,4.0854413,36.2,26,232,161,0.6944686,2.306,"2024/10/01 13:19:52","GC Temp: 41",322.5,65.8,9.196,1.3012309,0.3,0.3,1.8,278,308,372,1.1064391,1.3385103,-37.981,33.043,1.99456424954673,3.77586164102814,-0.128430267703781,-26.3908390591079,5.84300437530593,40.3854696919272,0,0,0,0,0,"241001_24-252.2.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.421,2,0,196.4,271.3,15.876,4.3184548,39.9,28.7,501,348,0.6944241,2.463,"2024/10/01 15:25:34","N2 Reference Tank: 800",320.5,73.2,18.914,1.3262591,0.4,0.4,2.1,586,648,782,1.1050089,1.3361368,-38.64,32.098,2.76480853492082,3.40601856550311,-0.523079030032865,-27.09126899577,6.17638243063934,40.6438354879951,0,0,0,0,0,"241001_24-252.2.xls"
18,"SPINACH","RM","N2_CO2+He_2.met",0.517,2,0,195.5,272.3,19.432,4.3042356,39.8,28.5,619,431,0.694475,2.404,"2024/10/01 15:37:00",NA,319.8,75.5,23.035,1.3495912,0.3,0.4,2,730,808,973,1.1048691,1.3343133,-38.677,30.701,2.96692119169987,3.20877456198117,-0.733552355121522,-27.1305951075401,6.15605006597422,40.3079832533424,0,0,0,0,0,"241001_24-252.2.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",0.767,2,0,195.5,274.9,28.125,4.1992169,39.1,28.2,903,628,0.6947112,2.906,"2024/10/01 18:28:29",NA,319.1,79.1,34.457,1.3321613,0.4,0.4,2.4,1068,1181,1421,1.1043778,1.3325204,-38.806,29.952,3.33665886052458,3.45787592413349,-0.46774355465028,-27.2677050647926,6.00582055074389,40.6420396218405,0,0,0,0,0,"241001_24-252.2.xls"
34,"SPINACH","RM","N2_CO2+He_2.met",1.528,2,0,194.5,279.9,55.832,4.1843711,38.9,27.9,1799,1252,0.6952264,3.673,"2024/10/01 18:39:55",NA,318.4,86.3,68.624,1.3440528,0.3,0.3,2.1,2098,2326,2787,1.1042082,1.329613,-38.977,27.634,4.02234718171485,3.75586868727743,-0.149764165713956,-27.4494554732437,5.98459844753147,40.6299296743943,0,0,0,0,0,"241001_24-252.2.xls"
44,"SPINACH","RM","N2_CO2+He_2.met",2.945,2,0,193.8,283.4,105.098,4.0867344,41.5,29.9,3358,2335,0.6952345,3.616,"2024/10/02 10:47:43",NA,318.2,95.6,131.233,1.3422081,0.3,0.3,2,3788,4215,5016,1.1037243,1.3250938,-38.651,23.913,4.65489324820612,3.616,-0.299013963737812,-27.1029605425125,5.84499759666993,40.3135602207138,0,0,0,0,0,"241001_24-252.2.xls"
45,"SPINACH","RM","N2_CO2+He_2.met",5.102,2,0,193.3,284.4,182.847,4.1040755,41.8,30.1,5920,4116,0.6952525,3.719,"2024/10/02 10:59:08",NA,317.8,102.1,226.846,1.3403463,0.3,0.3,2.1,6120,6869,8104,1.1038488,1.3230155,-38.586,22.31,5.2086497375699,3.719,-0.189105666922492,-27.0338741299434,5.86979007291616,40.2238899118571,0,0,0,0,0,"241001_24-252.2.xls"
