"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d13C_dc","d15N_dc","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
41,"24-315.26",NA,"N2_CO2+He_2.met",5.201,2,0,195.4,274,33.608,0.7399749,39.6,28.1,1213,840,0.6918662,-1.3,"2024/11/16 23:29:23",NA,315.8,103.8,267.453,1.5851367,0.2,0.3,2.3,7133,8011,9433,1.1012461,1.3226297,-41.012,22.029,3.51476413386708,-41.012,-1.3,-4.39762656098637,-4.92252279036516,-29.6649715500255,1.09437464240464,46.4615153344678,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
42,"24-315.27",NA,"N2_CO2+He_2.met",5.169,2,0,194,277.4,53.541,1.1861644,39.6,28.1,1937,1345,0.6940725,1.839,"2024/11/16 23:40:49",NA,316.4,105.7,259.384,1.5468271,0.3,0.3,2.4,6692,7505,8849,1.1016314,1.3229916,-40.749,22.327,3.98044771554199,-40.749,1.839,-1.33248291571106,-1.80120860202571,-29.3884451037262,1.75424461867446,45.3387352772289,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
43,"24-315.28",NA,"N2_CO2+He_2.met",5.157,2,0,194.1,279,50.824,1.1285939,39.8,28.4,1806,1252,0.6929615,0.02,"2024/11/16 23:52:15",NA,316.7,111,263.28,1.5737169,0.4,0.5,2.5,6619,7431,8753,1.1029973,1.32321,-39.476,22.527,3.92836868396423,-39.476,0.02,-3.14322329999498,-3.64513185879593,-28.0499729891292,1.66909831106752,46.1268171180511,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
45,"24-315.29",NA,"N2_CO2+He_2.met",5.115,2,0,193.9,279.6,59.987,1.343014,39.1,27.7,2144,1489,0.694221,2.065,"2024/11/17 00:15:07",NA,316.8,107.5,262.572,1.5823745,0.2,0.3,2.3,6593,7400,8727,1.1030783,1.3237293,-39.411,22.888,4.09412787207982,-39.411,2.065,-1.12451232945208,-1.58942683360907,-27.9816299510705,1.9861942110563,46.3805104813707,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
46,"24-315.30",NA,"N2_CO2+He_2.met",5.048,2,0,193.4,279,87.619,1.9876677,39.5,28,3304,2292,0.6935184,1.156,"2024/11/17 00:26:32",NA,315.7,99.9,245.883,1.5014629,0.3,0.3,2.4,6925,7783,9158,1.1013675,1.3224047,-41.007,21.867,4.4729978694012,-41.007,1.156,-2.09360024755319,-2.57627385240372,-29.6597143932517,2.93960618702344,44.0090412309366,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
47,"24-315.31",NA,"N2_CO2+He_2.met",5.237,2,0,194.6,280.7,53.636,1.1728484,39.5,28,1886,1309,0.6935714,0.996,"2024/11/17 00:37:59",NA,316.8,111,290.535,1.7100996,0.3,0.3,2.4,7128,7999,9424,1.1009697,1.322541,-41.358,21.992,3.9822204844174,-41.358,0.996,-2.17576407281442,-2.65994337763183,-30.028766798769,1.73453878370886,50.12433622759,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
50,"24-320.26",NA,"N2_CO2+He_2.met",5.016,2,0,195.2,284.2,24.896,0.552789,40.7,28.9,820,569,0.6946709,3.049,"2024/11/17 01:00:52",NA,315,104.6,290.298,1.73430258,0.3,0.4,2.5,7359,8277,9720,1.103826,1.3291257,-38.885,21.708,3.21470714799598,-38.885,3.049,-0.00103820688032252,-0.445364393200842,-27.4285770584719,0.84058619687346,52.29007517128,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
7,"UU-CN-3","RM","N2_CO2+He_2.met",0.548,2,0,192,269.1,32.37,6.7644027,31,21.7,1113,783,0.7021664,12.611,"2024/11/15 12:44:50","Bkgrnd 28: 45",317.3,76.1,26.729,1.5035311,0.2,0.3,1.5,884,995,1182,1.1230411,1.339103,-24.319,31.859,3.47723206793815,-24.319,12.611,9.51932593913147,9.24946597238736,-12.1134279451812,10.0039692395588,44.0691732111232,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
23,"UU-CN-3","RM","N2_CO2+He_2.met",0.522,2,0,193.1,271.8,30.874,6.7730212,41.3,29.4,1047,735,0.7018193,12.52,"2024/11/16 20:03:39",NA,318.5,76.7,24.823,1.4658617,0.6,0.7,2.8,814,912,1079,1.1180699,1.3274594,-24.692,25.964,3.42991440575965,-24.692,12.52,9.43583041251237,9.16444034159815,-12.505611840503,10.0168830567523,42.9651680194386,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
39,"UU-CN-3","RM","N2_CO2+He_2.met",0.52,2,0,193,272.8,33.752,7.432978,39.6,28.1,1146,805,0.701674,12.85,"2024/11/16 23:06:31",NA,318.3,75.5,26.553,1.5740458,0.4,0.6,2.4,886,993,1177,1.1191653,1.3308622,-24.621,28.235,3.51903967482204,-24.621,12.85,9.75169534796246,9.48609368601449,-12.4309602143158,10.9927506140495,46.1363254574169,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
12,"UU-CN-2","RM","N2_CO2+He_2.met",0.493,2,0,192.7,269.1,26.959,6.2622688,34.6,24.3,913,633,0.6926294,-0.892,"2024/11/15 13:41:58","CO2 Reference Tank: 900",317.9,74.6,22.12,1.3830619,0.4,0.5,1.9,729,808,972,1.106066,1.3337423,-39.458,28.451,3.29431719336805,-39.458,-0.892,-3.95466417863887,-4.47144286428956,-28.0310472247437,9.26119580131336,40.5388060376161,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
28,"UU-CN-2","RM","N2_CO2+He_2.met",0.494,2,0,193.1,270.8,27.892,6.4656601,40.6,28.8,941,652,0.6921063,-1.027,"2024/11/16 21:00:47",NA,318.3,74.4,22.304,1.3917326,0.5,0.6,2.8,741,818,984,1.1025923,1.3284107,-39.739,26.596,3.32833990935876,-39.739,-1.027,-4.0950601038546,-4.61441162663006,-28.3264994354285,9.56231210086786,40.7932735522888,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
44,"UU-CN-2","RM","N2_CO2+He_2.met",0.534,2,0,193.3,272.2,30.647,6.5722072,39.5,28.1,1035,717,0.6919624,-1.11,"2024/11/17 00:03:41",NA,318.5,74.6,24.277,1.4013816,0.4,0.5,2.5,811,896,1080,1.1033111,1.3318946,-39.602,29.109,3.42253477830951,-39.602,-1.11,-4.19299919539278,-4.71414550908038,-28.1824533398278,9.71979080922059,41.0758454843158,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
6,"SPINACH","RM","N2_CO2+He_2.met",0.215,2,0,195.6,256.9,7.277,3.3431141,30.3,21.2,212,147,0.6945227,1.635,"2024/11/15 12:33:24","GC Temp: 41",319.7,64.7,9.687,1.2885144,0.3,0.5,1.7,302,334,406,1.1075019,1.3452932,-38.939,36.755,1.98471868936495,-38.939,1.635,-0.00949475132019573,-0.453975908744391,-27.4853543516284,5.7322367850846,40.7083584559041,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.397,2,0,196.1,264.1,13.88,4.0037425,39.9,28.2,481,335,0.6981257,2.875,"2024/11/16 18:55:05","N2 Reference Tank: 800",320.7,71.2,17.725,1.352992,0.2,0.3,2.5,586,645,780,1.0988073,1.3322795,-39.21,31.311,2.63044895507866,-39.21,2.875,0.0736577656895494,-0.369299573415466,-27.7702922487657,5.92119230564587,40.3393120361636,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
18,"SPINACH","RM","N2_CO2+He_2.met",0.503,2,0,195.5,264.7,16.803,3.8254251,39.4,27.9,591,412,0.6991845,2.946,"2024/11/16 19:06:32",NA,319.7,73.1,22.458,1.3456572,0.2,0.3,2.5,742,818,987,1.1008738,1.3309805,-38.533,30.043,2.82155744189581,-38.533,2.946,-0.041685559511464,-0.486756632250253,-27.0584732215998,5.6575584449745,40.3399952414304,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",0.745,2,0,193.7,270.9,26.332,4.0475917,40.1,28.4,890,619,0.6949283,3.049,"2024/11/16 21:57:55",NA,318,77.9,33.293,1.3568363,0.4,0.5,2.5,1087,1202,1442,1.1038783,1.3293242,-38.752,27.134,3.27078492960563,-38.752,3.049,-0.00993201523800602,-0.454421185778247,-27.2887366882901,5.98601471960332,40.3765686505154,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
34,"SPINACH","RM","N2_CO2+He_2.met",1.49,2,0,193,275.9,51.813,3.9821485,39.4,27.9,1765,1228,0.6950026,3.159,"2024/11/16 22:09:21",NA,317.1,85.1,66.432,1.3536523,0.3,0.4,2.3,2127,2358,2823,1.1037977,1.3292565,-38.918,27.048,3.94764108302989,-38.918,3.159,-0.00727985856349944,-0.451720426787523,-27.4632742931786,5.88928643222707,40.2831857836639,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
48,"SPINACH","RM","N2_CO2+He_2.met",3.026,2,0,192.4,281.3,107.196,4.0567393,39.3,27.9,3705,2575,0.6950439,3.244,"2024/11/17 00:49:25",NA,316.9,91.4,134.928,1.3663282,0.3,0.4,2.4,4205,4693,5562,1.1036916,1.324328,-38.908,23.341,4.6746589345077,-38.908,3.244,-0.0375832328778918,-0.482579128091089,-27.4527599796312,5.99956638449523,40.2870909975873,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
49,"SPINACH","RM","N2_CO2+He_2.met",7.157,2,0,192.1,284.3,259.309,4.1490933,39.4,27.9,8918,6197,0.6951154,3.454,"2024/11/17 01:00:51",NA,313.2,107,319.597,1.3765046,0.2,0.3,2.4,8266,9322,10932,1.1034825,1.3215671,-39.016,21.23,5.55802040077375,-39.016,3.454,0.0323176518215091,-0.411397268955048,-27.5663145659442,6.13616147818379,40.3463662899962,0,0,0,0,0,"241115_24-315.1-24-320.2.xls"
