"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","ln_AreaC","d13C_dc","d15N_dc","d15N_lc","d13C_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
20,"24-252.32",NA,"N2_CO2+He_2.met",4.757,2,0,195.9,276.6,44.263,1.065548,28,19.8,1626,1134,0.6970254,5.561,"2024/11/22 10:00:16",NA,316,110.9,263.122,1.7050223,0.2,0.2,1.4,7080,7986,9366,1.105288,1.3234964,-39.379,20.911,3.79014911361822,5.57261780294647,-39.379,5.561,2.21,-0.893249999999995,1.98319435714625,-28.237511662403,1.58392404947738,50.3191184331906,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
21,"24-252.33",NA,"N2_CO2+He_2.met",5.036,2,0,194.4,280.7,62.119,1.4125518,28.4,20.2,2280,1592,0.6978355,6.728,"2024/11/22 10:11:41",NA,315.7,111.4,253.814,1.5535887,0.2,0.4,1.6,6841,7722,9051,1.1069081,1.3235744,-37.353,21.104,4.12905190027583,5.53660171530347,-37.353,6.728,3.377,1.13275,3.16159791569032,-26.1691336500634,2.09973937861465,45.8499499294462,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
23,"24-252.34",NA,"N2_CO2+He_2.met",4.847,2,0,193.9,275.2,41.036,0.9695361,28.1,19.5,1454,1017,0.6995923,9.189,"2024/11/22 10:34:32",NA,314.5,111.3,274.679,1.7468587,0.1,0.2,1.5,7019,7908,9294,1.1050242,1.3241913,-38.898,21.777,3.71444973022547,5.61560314314588,-38.898,9.189,5.838,-0.41225,5.64664603700733,-27.7464505449621,1.44118143887988,51.5538913134957,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
24,"24-252.35",NA,"N2_CO2+He_2.met",5.252,2,0,193.7,273.3,42.373,0.9239053,28.7,20.4,1535,1073,0.6985794,8.157,"2024/11/22 10:45:58",NA,313.5,111.9,271.211,1.591797,0.2,0.3,1.7,7177,8095,9498,1.1057856,1.3237356,-38.089,21.404,3.74651136694665,5.60289711571566,-38.089,8.157,4.806,0.396750000000004,4.60456165618687,-26.9205286239439,1.37338137794019,46.977683359324,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
25,"24-252.36",NA,"N2_CO2+He_2.met",5.312,2,0,193.3,277,58.993,1.2717615,28.8,20.5,2153,1504,0.6985265,7.981,"2024/11/22 10:57:23",NA,312.9,115.4,291.566,1.6919406,0.3,0.3,1.7,7546,8522,9985,1.1070923,1.3234338,-36.86,21.098,4.07741879279916,5.67526639525686,-36.86,7.981,4.63,1.62575,4.42684183930276,-25.6658215276136,1.89046688589219,49.9330191636196,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
26,"24-252.37",NA,"N2_CO2+He_2.met",4.746,2,0,193.9,275.4,46.376,1.1190152,28.9,20.6,1717,1199,0.6981493,7.511,"2024/11/22 11:08:49",NA,314.8,111.8,263.603,1.7120962,0.3,0.5,1.9,7063,7946,9343,1.103069,1.3234051,-40.761,21.11,3.83678208403743,5.57444418344371,-40.761,7.511,4.16,-2.27525,3.95224914648724,-29.6484190725971,1.66338282229619,50.5279441608347,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
28,"24-252.38",NA,"N2_CO2+He_2.met",5.166,2,0,193.7,274.7,47.184,1.0459383,28.2,19.9,1816,1270,0.6989934,8.41,"2024/11/22 11:31:40",NA,312.5,115.3,276.037,1.6470973,0.2,0.3,1.7,7408,8376,9804,1.1074892,1.3237905,-36.517,21.436,3.85405485207292,5.6205349147032,-36.517,8.41,5.059,1.96875,4.86003389295778,-25.3156469677752,1.55477307873996,48.609584702305,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
29,"24-252.39",NA,"N2_CO2+He_2.met",4.905,2,0,194.2,272.8,36.781,0.8587136,28.7,20.5,1354,945,0.6977947,7.119,"2024/11/22 11:43:06",NA,314.3,111.6,267.661,1.6820993,0.3,0.4,1.8,7109,8025,9406,1.1068289,1.3236387,-37.125,21.376,3.60498140749607,5.58972125444434,-37.125,7.119,3.768,1.36075,3.55641864524536,-25.9363645548939,1.27647166749276,49.6426661674833,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
30,"24-252.40",NA,"N2_CO2+He_2.met",5.263,2,0,193.8,276.5,50.918,1.1079151,28.7,20.5,1859,1295,0.6973487,5.973,"2024/11/22 11:54:32",NA,313.4,114.5,290.145,1.6993704,0.3,0.4,1.9,7517,8491,9943,1.107212,1.3230725,-36.694,20.968,3.93021649562011,5.67038079802217,-36.694,5.973,2.622,1.79175,2.39922029212496,-25.4963492916568,1.64689012499121,50.1522861284095,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
31,"24-252.41",NA,"N2_CO2+He_2.met",5.265,2,0,194.7,276,35.829,0.7792886,28.7,20.5,1244,866,0.6964355,4.639,"2024/11/22 12:05:57",NA,314.8,112.9,293.085,1.7159374,0.3,0.5,2,7360,8278,9734,1.1035871,1.3231838,-40.376,20.965,3.5787576213544,5.68046266933458,-40.376,4.639,1.288,-1.89024999999999,1.05218486187836,-29.2553659952275,1.15841179330354,50.6412282091918,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
34,"24-252.42",NA,"N2_CO2+He_2.met",5.025,2,0,193.9,278.3,55,1.2534078,28.1,20,1981,1381,0.6966987,5.493,"2024/11/22 12:40:14",NA,314.9,111.8,273.765,1.6793759,0.2,0.3,1.9,7066,7972,9360,1.1065896,1.3246067,-37.418,22.099,4.00733318523247,5.61227007415009,-37.418,5.493,2.142,1.06775,1.91452988244103,-26.2354932605284,1.86317342948864,49.5622337677697,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
35,"24-252.43",NA,"N2_CO2+He_2.met",5.029,2,0,193.6,277.3,52.806,1.2024646,28.4,20.3,1926,1344,0.6976153,6.866,"2024/11/22 12:51:40",NA,313.4,113.5,290.675,1.781686,0.3,0.3,2,7490,8443,9908,1.1052624,1.3234237,-38.589,21.262,3.96662482061973,5.67220580455467,-38.589,6.866,3.515,-0.103249999999996,3.30094640847445,-27.4309871659823,1.78742692019315,52.5817528146576,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
36,"24-252.44",NA,"N2_CO2+He_2.met",5.202,2,0,193.9,279.9,56.942,1.2535148,28.6,20.5,2029,1415,0.6972823,5.964,"2024/11/22 13:03:06",NA,314,113.6,292.4,1.732657,0.3,0.4,2.2,7426,8384,9823,1.1061915,1.3231559,-37.585,21.093,4.04203320592569,5.67812272787562,-37.585,5.964,2.613,0.900750000000002,2.39013234694339,-26.4059864135692,1.86332678915543,51.1347378888164,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
37,"24-252.45",NA,"N2_CO2+He_2.met",5.217,2,0,194.3,278.8,47.625,1.0453909,28.3,20.2,1701,1191,0.6997824,9.619,"2024/11/22 13:14:32",NA,313.9,114,295.817,1.7478649,0.3,0.4,2.1,7416,8374,9809,1.1064571,1.3230609,-37.374,21.001,3.86335783344687,5.68974101988966,-37.374,9.619,6.268,1.11175,6.08084786234919,-26.190572908829,1.55396348915771,51.5835592936903,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
39,"24-252.46",NA,"N2_CO2+He_2.met",5.209,2,0,194.5,281.2,58.903,1.2949321,27.6,19.7,2121,1478,0.6972381,5.069,"2024/11/22 13:37:24",NA,315,112.5,294.609,1.7434037,0.2,0.3,1.9,7402,8341,9795,1.1046134,1.3233718,-39.554,21.187,4.07589202314654,5.68564905346006,-39.554,5.069,1.718,-1.06825,1.48638668722022,-28.4161721521164,1.92490684025472,51.4518110691023,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
6,"UU-CN-3","RM","N2_CO2+He_2.met",0.532,2,0,191.7,268.7,32.352,0.7047317,28.1,20,1132,795,0.7016954,12.623,"2024/11/21 12:54:16","Bkgrnd 29: 32",315.8,75.9,26.381,0.1546879,0.2,0.3,1.7,886,995,1182,1.1206447,1.3358041,-24.043,30.875,3.47667584283806,3.27264405407638,-24.043,12.623,9.272,14.44275,9.11420200962116,-12.5807272610014,10.351806856591,45.1116420260239,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
22,"UU-CN-3","RM","N2_CO2+He_2.met",0.501,2,0,192.2,268.4,30.154,6.8925445,28.5,20.3,1050,738,0.7019335,12.729,"2024/11/22 10:23:07",NA,316.6,75.2,24.932,1.5340213,0.4,0.5,1.9,835,938,1110,1.1218577,1.3313213,-23.636,27.061,3.40631758435673,3.2161521189466,-23.636,12.729,9.378,14.84975,9.22123780842636,-12.1652140077821,10.2455166486599,45.2718671057252,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
38,"UU-CN-3","RM","N2_CO2+He_2.met",0.486,2,0,193.4,271.8,30.241,7.1256233,28.2,20.2,1021,718,0.7022063,13.069,"2024/11/22 13:25:58",NA,318.2,74.7,23.579,1.4955198,0.5,0.6,2.4,794,892,1056,1.1214135,1.3314768,-23.772,27.302,3.40919861954764,3.16035648538891,-23.772,13.069,9.718,14.71375,9.56456018195248,-12.3040587312165,10.5922089075144,44.1365239870087,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
11,"UU-CN-2","RM","N2_CO2+He_2.met",0.477,2,0,193.4,269,26.551,0.5893728,30,21.5,913,633,0.6920558,-1.112,"2024/11/21 13:51:23","Peak Center: 58486",317.7,73.4,21.344,0.1275308,0.4,0.6,2.3,721,798,960,1.1040584,1.3317972,-39.434,28.053,3.27906741176208,3.06077066973321,-39.434,-1.112,-4.35863323410754,-0.948249999999994,-4.64962550390187,-28.2936621020272,9.47521694587092,40.7067515872779,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
27,"UU-CN-2","RM","N2_CO2+He_2.met",0.499,2,0,192.7,268.9,27.61,6.3363321,28.6,20.4,955,662,0.6923687,-1.157,"2024/11/22 11:20:15",NA,317.2,74.4,22.464,1.4000426,0.5,0.6,2,764,845,1016,1.1048966,1.3323598,-39.296,27.96,3.31817802594206,3.1119140278434,-39.296,-1.157,-4.43797373753307,-0.810249999999996,-4.72974129788073,-28.1527755444246,9.41873373658632,40.9539276333967,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
40,"UU-CN-2","RM","N2_CO2+He_2.met",0.515,2,0,193.7,271.8,29.224,6.4982954,28,20,991,687,0.6927149,-0.801,"2024/11/22 13:48:50",NA,318.1,74.4,23.078,1.3813057,0.4,0.6,2.3,779,863,1037,1.1050177,1.3326196,-39.238,28.139,3.37499028949298,3.13887978277248,-39.238,-0.801,-4.13185691559069,-0.752249999999997,-4.4206331982174,-28.0935623535482,9.65959880051067,40.7661739879679,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
5,"SPINACH","RM","N2_CO2+He_2.met",0.203,2,0,194.9,255.6,6.828,1.4698246,28.5,20.3,234,163,0.6943782,2.049,"2024/11/21 12:42:50","Bkgrnd 28: 45",318.5,63.4,8.976,0.5027072,0.3,0.4,1.8,296,328,397,1.1052129,1.3411052,-38.507,34.899,1.92103180493219,2.19455434878034,-38.507,2.049,-0.00522990866429129,-0.0212499999999949,-0.253682084467504,-27.347271965088,5.72564125276811,40.224978414121,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
16,"SPINACH","RM","N2_CO2+He_2.met",0.372,2,0,194.8,264.9,13.728,3.1888316,29.7,21.3,453,315,0.6946872,2.686,"2024/11/21 14:48:32",NA,318.2,70.2,16.522,1.0268094,0.5,0.6,2.4,558,617,743,1.1051975,1.3329322,-38.392,28.866,2.61943754274561,2.80469282614031,-38.392,2.686,0.0185451360480111,0.09375,-0.22967471746363,-27.2298665004192,6.28189957581138,40.4044027657073,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.493,2,0,194.5,267.6,18.061,0.4257469,29,20.7,598,416,0.6948514,2.895,"2024/11/21 14:59:57",NA,317.6,73.1,21.812,0.1383999,0.3,0.4,2.2,741,820,987,1.1050242,1.3337562,-38.508,29.524,2.89375491744153,3.08246027706382,-38.508,2.895,-0.0133152273837194,-0.0222499999999997,-0.261846410389473,-27.3482928821721,6.23622149853298,40.2492306554842,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
32,"SPINACH","RM","N2_CO2+He_2.met",0.78,2,0,193.1,269.3,27.492,4.0362282,28.4,20.3,948,660,0.6953663,3.237,"2024/11/22 12:17:23",NA,316.3,78.9,34.518,1.3641238,0.5,0.5,2.2,1166,1292,1548,1.1056679,1.3304564,-38.391,26.58,3.31389505325936,3.54148092710921,-38.391,3.237,-0.0402131359376852,0.0947500000000048,-0.28900715688252,-27.2288455833351,5.9998223476829,40.2587267463123,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",1.464,2,0,193,276,51.191,4.0042199,27.5,19.6,1767,1230,0.6953819,3.211,"2024/11/22 12:28:48",NA,316.3,87.7,64.723,1.3627767,0.3,0.4,1.9,2136,2371,2836,1.1055818,1.3303817,-38.517,26.538,3.93556373534413,4.17011662519881,-38.517,3.211,-0.14,-0.03125,-0.389769106931351,-27.3574811359288,5.95222302434786,40.2185654925827,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
41,"SPINACH","RM","N2_CO2+He_2.met",2.901,2,0,192.7,283,102.654,4.052219,27.4,19.5,3567,2482,0.6956047,3.445,"2024/11/22 14:00:15",NA,316.3,96.5,128.752,1.3617109,0.2,0.4,2,4044,4522,5358,1.1055351,1.3265961,-38.514,23.575,4.63136411007057,4.85788807340378,-38.514,3.445,0.0939999999999999,-0.0282499999999999,-0.153482532210432,-27.3544183846766,6.0235817196854,40.3752541311783,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
42,"SPINACH","RM","N2_CO2+He_2.met",6.822,2,0,191.9,284,244.373,4.1021232,28,20,8378,5825,0.6955919,3.511,"2024/11/22 14:11:41",NA,312.8,114.2,301.946,1.3643434,0.2,0.3,2.1,7868,8882,10410,1.1052552,1.3229543,-38.521,20.87,5.49869574656292,5.7102481934398,-38.521,3.511,0.16,-0.0352499999999978,-0.0868376008788903,-27.3615648042651,6.09772962989859,40.2648957832425,0,0,0,0,0,"241121_24-252.2-RERUN-2.xls"
