"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
21,"24-252.1",NA,"N2_CO2+He_2.met",5.394,2,0,195.6,279.1,57.275,1.2159678,39,28.2,2069,1442,0.6974917,6.239,"2024/09/30 18:04:06",NA,316.2,103.7,291.591,1.6663583,0.2,0.3,2,7803,8797,10334,1.105696,1.3234399,-39.36,20.279,4.04786422833956,6.31297655371449,2.19299141873901,-27.8494171407682,1.73572972869552,48.3643707738642,0,0,0,0,1,"240930_24-251-252.xls"
22,"24-252.2",NA,"N2_CO2+He_2.met",5.445,2,0,195.5,279.4,63.254,1.3303167,39,28.2,2320,1620,0.6991432,8.531,"2024/09/30 18:15:32",NA,315.7,104.2,299.653,1.6963945,0.2,0.3,2.1,7975,9004,10558,1.1063309,1.3229096,-38.778,19.993,4.14715836671471,8.531,4.56085879232885,-27.2179098407476,1.89896979239173,49.2360398693663,0,0,0,0,1,"240930_24-251-252.xls"
24,"24-252.3",NA,"N2_CO2+He_2.met",5.313,2,0,195.3,278.8,67.044,1.4450676,38.9,28.1,2511,1764,0.7030132,14.107,"2024/09/30 18:38:24",NA,315.5,103.6,295.101,1.7121307,0.2,0.3,2,7942,8964,10519,1.1060097,1.3235416,-39.035,20.524,4.20534912026501,14.107,10.5135589304848,-27.4967713117189,2.06275689589692,49.6927731968118,0,0,0,0,1,"240930_24-251-252.xls"
25,"24-252.4",NA,"N2_CO2+He_2.met",5.413,2,0,194.7,282.9,83.522,1.7669715,38.9,28.2,2940,2066,0.702761,13.948,"2024/09/30 18:49:50",NA,316.9,107.6,307.142,1.7490692,0.3,0.3,2.1,7753,8715,10265,1.1032028,1.3230124,-41.435,20.274,4.42511007020777,13.948,10.3438173017246,-30.1009251262367,2.52226552789416,50.7649017015686,0,0,0,0,1,"240930_24-251-252.xls"
26,"24-252.5",NA,"N2_CO2+He_2.met",5.516,2,0,196.5,279.3,39.552,0.821132,39.1,28.4,1340,934,0.6975474,6.368,"2024/09/30 19:01:16",NA,317.4,109.4,314.602,1.7580977,0.3,0.3,2.1,7763,8739,10283,1.1048605,1.323299,-40.203,20.35,3.67761626183523,6.87029954799599,2.78796571304622,-28.7641261681175,1.17212016547139,51.0269476672803,0,0,0,0,1,"240930_24-251-252.xls"
27,"24-252.6",NA,"N2_CO2+He_2.met",5.388,2,0,195.2,279.5,60.817,1.2925934,38.8,28.1,2172,1516,0.698588,7.9,"2024/09/30 19:12:41",NA,316.3,106.4,302.88,1.7327991,0.3,0.4,2.1,7796,8788,10326,1.1053458,1.3232573,-39.662,20.307,4.10786935515301,7.90455935790477,3.89209744068847,-28.1771064957616,1.84512312718127,50.2927494087223,0,0,0,0,1,"240930_24-251-252.xls"
29,"24-252.7",NA,"N2_CO2+He_2.met",5.086,2,0,195,279.4,65.187,1.4677498,38.8,28.1,2318,1619,0.6983605,7.443,"2024/09/30 19:35:34",NA,316.9,103.8,268.346,1.6263906,0.2,0.3,2.1,7139,8047,9459,1.1063044,1.3242114,-38.61,21.201,4.17726006254941,7.443,3.3993563263472,-27.0356190737313,2.09513776426251,47.2042540384781,0,0,0,0,0,"240930_24-251-252.xls"
30,"24-252.8",NA,"N2_CO2+He_2.met",5.342,2,0,195.5,280.3,68.495,1.4683135,39.1,28.3,2470,1724,0.6981475,7.325,"2024/09/30 19:47:00",NA,317.3,101.2,263.062,1.5179619,0.3,0.3,2.2,7245,8171,9598,1.1068965,1.3239493,-38.021,21.015,4.22676074990335,7.325,3.27338455154404,-26.3965163250851,2.09595972159121,44.057170585708,0,0,0,0,0,"240930_24-251-252.xls"
31,"24-252.9",NA,"N2_CO2+He_2.met",5.04,2,0,196.5,278.6,40.187,0.913117,39,28,1383,965,0.6991018,8.652,"2024/09/30 19:58:26",NA,317.5,106.7,286.361,1.7514164,0.3,0.4,2.1,7344,8256,9728,1.103698,1.3235758,-41.104,20.769,3.69354356024081,9.13587398253426,5.20659649666863,-29.7417689126511,1.30341584618426,50.8329954974356,0,0,0,0,1,"240930_24-251-252.xls"
32,"24-252.10",NA,"N2_CO2+He_2.met",5.531,2,0,195.4,282.3,63.152,1.3075209,38.8,28.1,2188,1528,0.6989919,8.517,"2024/09/30 20:09:53",NA,316.8,109.6,313.786,1.7487842,0.3,0.3,2,7739,8733,10248,1.1071388,1.3230267,-37.486,20.182,4.14554451892049,8.517,4.54591298853864,-25.8160070372655,1.86642866895164,50.7565708666585,0,0,0,0,1,"240930_24-251-252.xls"
35,"24-252.11",NA,"N2_CO2+He_2.met",5.314,2,0,195.3,281.8,80.191,1.7281104,38.4,27.8,2874,2005,0.6977141,6.874,"2024/09/30 20:44:11",NA,317.7,101.5,263.586,1.528995,0.2,0.3,2.1,7194,8118,9542,1.1070577,1.3245638,-37.618,21.533,4.38441128912402,6.874,2.79191615801672,-25.959235497064,2.4667891261517,44.377533271081,0,0,0,0,0,"240930_24-251-252.xls"
36,"24-252.12",NA,"N2_CO2+He_2.met",5.241,2,0,196.2,277.8,51.889,1.1337877,38.8,28.2,1910,1332,0.6982314,7.446,"2024/09/30 20:55:37",NA,316.3,102.6,284.295,1.6720962,0.3,0.4,2.2,7727,8727,10234,1.1070401,1.323393,-37.627,20.638,3.94910682165801,7.63422449553761,3.60349945421763,-25.9690010738684,1.61841199113749,48.5307977945255,0,0,0,0,1,"240930_24-251-252.xls"
37,"24-252.13",NA,"N2_CO2+He_2.met",5.277,2,0,195.7,281.3,64.564,1.4011083,38.5,27.9,2255,1578,0.6997381,9.706,"2024/09/30 21:07:03",NA,317.7,105.2,275.237,1.6077744,0.3,0.3,2.2,7169,8073,9494,1.1058861,1.3233758,-38.464,20.772,4.16765697991103,9.706,5.81523875329248,-26.8771997166815,2.00000591838483,46.6640136109669,0,0,0,0,0,"240930_24-251-252.xls"
38,"24-252.14",NA,"N2_CO2+He_2.met",5.235,2,0,197,282.1,33.552,0.7339551,38.6,28,1067,744,0.6982516,7.306,"2024/09/30 21:18:30",NA,318.1,112,303.218,1.7854327,0.3,0.4,0.7,7238,8123,9587,1.1036372,1.3240241,-40.72,21.216,3.51309647415956,7.99862499053956,3.9925179041714,-29.3251043023282,1.04768246030856,51.8203881416989,0,0,0,0,1,"240930_24-251-252.xls"
40,"24-252.15",NA,"N2_CO2+He_2.met",5.079,2,0,195.5,280,63.183,1.4245791,38.3,27.7,2248,1567,0.6969847,5.607,"2024/09/30 21:41:22",NA,317.6,102.7,263.542,1.5994732,0.2,0.3,2,7129,8013,9445,1.1038413,1.3240397,-40.833,21.26,4.14603527762746,5.607,1.43932091500316,-29.4477165444285,2.03352715493775,46.4230845379798,0,0,0,0,0,"240930_24-251-252.xls"
41,"24-252.16",NA,"N2_CO2+He_2.met",5.428,2,0,195.5,284.3,69.878,1.4742298,38.6,28,2314,1611,0.6966124,5.171,"2024/09/30 21:52:49",NA,318,111.5,305.435,1.7345401,0.3,0.3,2.2,7374,8276,9770,1.1029685,1.3236493,-41.28,21.081,4.24675086436401,5.171,0.973865882679636,-29.9327401923824,2.10440135897429,50.343259580016,0,0,0,0,1,"240930_24-251-252.xls"
42,"24-252.17",NA,"N2_CO2+He_2.met",5.625,2,0,196.5,280.4,45.956,0.9355954,38.8,28.1,1588,1109,0.6998594,9.689,"2024/09/30 22:04:15",NA,316.6,109.4,316.47,1.7342687,0.3,0.3,2.2,7904,8901,10467,1.1045273,1.3229549,-39.804,20.51,3.82768441699112,10.0176925403207,6.14798843547134,-28.3311855964539,1.33551152487149,50.3352684346884,0,0,0,0,1,"240930_24-251-252.xls"
43,"24-252.18",NA,"N2_CO2+He_2.met",5.317,2,0,197.5,278,31.045,0.6686294,38.6,28,1048,731,0.6986349,8.113,"2024/09/30 22:15:42",NA,317.4,107.7,292.979,1.6985374,0.3,0.4,2.2,7427,8358,9836,1.1046768,1.3232048,-39.607,20.72,3.43543776481686,8.89546481121908,4.94994590353703,-28.1174279708456,0.954449489551074,49.2983292208163,0,0,0,0,1,"240930_24-251-252.xls"
45,"24-252.19",NA,"N2_CO2+He_2.met",5.013,2,0,195.3,282.4,58.545,1.3373834,38.4,27.9,1983,1380,0.6963724,4.835,"2024/09/30 22:38:34",NA,317.6,109.4,286.217,1.7599607,0.2,0.3,2.2,7068,7948,9366,1.105214,1.3238148,-38.899,21.31,4.06979568930069,4.88360504629872,0.667055269228603,-27.3492025955629,1.90906208271306,51.0810821817696,0,0,0,0,1,"240930_24-251-252.xls"
46,"24-252.20",NA,"N2_CO2+He_2.met",5.411,2,0,196.1,282.5,56.458,1.1948561,38.6,28,1904,1328,0.6981421,7.292,"2024/09/30 22:50:01",NA,317.3,108.3,305.014,1.7375955,0.3,0.4,2.2,7680,8648,10173,1.104823,1.3230559,-39.294,20.884,4.03349699888939,7.38259734651918,3.33487302582348,-27.7778029108689,1.70559495057846,50.4318161835641,0,0,0,0,1,"240930_24-251-252.xls"
47,"24-252.21",NA,"N2_CO2+He_2.met",5.538,2,0,195,283.3,95.225,1.9690892,38.6,28,3386,2367,0.6992338,9.03,"2024/09/30 23:01:27",NA,316.6,105.1,299.681,1.6680618,0.3,0.3,2.2,7862,8875,10412,1.106536,1.322788,-37.84,20.622,4.55624251236467,9.03,5.0935699417083,-26.2001197249069,2.81077431373532,48.4137392234572,0,0,0,0,1,"240930_24-251-252.xls"
7,"UU-CN-3","RM","N2_CO2+He_2.met",0.506,2,0,193,273.3,34.04,7.7037484,37,26.7,1119,787,0.7021891,12.462,"2024/09/30 15:24:05","Bkgrnd 28: 45",318.2,77.5,26.324,1.6036617,0.3,0.3,1.8,842,946,1125,1.1220327,1.3378642,-24.856,30.717,3.52753630370517,13.137920209994,9.47901061630748,-12.1116475883657,10.9968165642187,46.5440032298948,0,0,0,0,0,"240930_24-251-252.xls"
23,"UU-CN-3","RM","N2_CO2+He_2.met",0.542,2,0,194.3,275.2,35.499,7.500447,38.7,28,1161,816,0.701714,12.274,"2024/09/30 18:26:58",NA,319.4,77.2,27.269,1.5508664,0.4,0.4,2.2,880,988,1174,1.1209882,1.3355332,-25.302,29.727,3.56950452707053,12.901369085551,9.22647870971621,-12.5955861722302,10.7064323909075,45.0124129133949,0,0,0,0,0,"240930_24-251-252.xls"
39,"UU-CN-3","RM","N2_CO2+He_2.met",0.506,2,0,194.8,275.7,33.269,7.5293932,38.4,27.8,1076,756,0.7015063,12.169,"2024/09/30 21:29:56",NA,320,76.4,25.519,1.5546017,0.4,0.5,2.3,825,926,1102,1.1210392,1.3372437,-25.069,31.362,3.50462603247016,12.8714240583955,9.19451067397631,-12.3427662394041,10.7477406073734,45.1206662522294,0,0,0,0,0,"240930_24-251-252.xls"
12,"UU-CN-2","RM","N2_CO2+He_2.met",0.526,2,0,193.8,274.1,30.592,6.660161,39.3,28.4,988,686,0.6929326,-0.63,"2024/09/30 16:21:12","CO2 Reference Tank: 900",319.7,77.4,23.926,1.4021129,0.3,0.4,2.2,749,830,1000,1.1061559,1.3356066,-39.592,29.316,3.42073853686899,0.169469677951233,-4.36555489189907,-28.1011520095049,9.50714401309825,40.6955313203541,0,0,0,0,0,"240930_24-251-252.xls"
28,"UU-CN-2","RM","N2_CO2+He_2.met",0.486,2,0,195.2,274.4,28.462,6.7065158,38.9,28.2,921,638,0.6925164,-0.952,"2024/09/30 19:24:08",NA,320.5,75,22.206,1.4084546,0.4,0.5,2.3,718,795,959,1.1057296,1.3381696,-39.755,31.762,3.34856986426147,-0.0690416745987247,-4.62017945453822,-28.2780174560742,9.57319909787209,40.8786396456707,0,0,0,0,0,"240930_24-251-252.xls"
44,"UU-CN-2","RM","N2_CO2+He_2.met",0.532,2,0,195.4,275.4,30.866,6.6440503,38.3,27.8,998,692,0.6922962,-1.04,"2024/09/30 22:27:08",NA,320.6,75.9,24.297,1.407832,0.4,0.5,2.3,785,869,1050,1.1050328,1.3376147,-39.647,31.792,3.42965525447864,-0.250845666172832,-4.8142656535627,-28.1608305344209,9.48411181869264,40.8604730407854,0,0,0,0,0,"240930_24-251-252.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.416,2,0,195.8,270.8,15.837,4.3594978,39.2,28.4,499,347,0.6948728,2.366,"2024/09/30 17:18:22","N2 Reference Tank: 800",320.4,73.3,18.915,1.3422869,0.4,0.5,2.2,584,647,780,1.1067821,1.3377295,-38.968,31.216,2.76234897450959,3.92713054922077,-0.354036171032966,-27.4240720177303,6.22311078223378,40.6794791563135,0,0,0,0,0,"240930_24-251-252.xls"
18,"SPINACH","RM","N2_CO2+He_2.met",0.536,2,0,195.5,272.5,20.023,4.2779437,38.7,28,637,444,0.6953526,3.02,"2024/09/30 17:29:48",NA,320.1,76,24.288,1.3392889,0.3,0.4,2.1,748,829,998,1.1070001,1.3351911,-38.813,29.155,2.99688161281051,4.30981043140288,0.054496574220785,-27.255887083876,6.1064991899931,40.5405217109726,0,0,0,0,0,"240930_24-251-252.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",0.737,2,0,195.5,274.4,27.12,4.2139052,38.7,28.1,877,610,0.6951558,3.012,"2024/09/30 20:21:19",NA,319.7,79,33.43,1.3563787,0.4,0.5,2.3,1046,1159,1395,1.1063556,1.3354944,-38.905,29.976,3.30027146307219,3.95083254400055,-0.328732930789042,-27.3557129800992,6.0152009927715,40.5817954484913,0,0,0,0,0,"240930_24-251-252.xls"
34,"SPINACH","RM","N2_CO2+He_2.met",1.474,2,0,194.7,278.8,53.653,4.1683211,38.3,27.7,1764,1228,0.6955599,3.916,"2024/09/30 20:32:45",NA,318.7,85.7,67.184,1.3631632,0.3,0.4,2.2,2077,2305,2764,1.1060027,1.3324247,-39.045,27.606,3.98253738550031,4.06555020019807,-0.206265246446153,-27.5076219526127,5.9501028551838,40.7784526684331,0,0,0,0,0,"240930_24-251-252.xls"
48,"SPINACH","RM","N2_CO2+He_2.met",3.089,2,0,193.5,284.1,111.371,4.1287674,38.8,28.2,3676,2559,0.6957184,3.883,"2024/09/30 23:12:54",NA,317.8,93.7,139.934,1.3664669,0.3,0.4,2.4,4178,4664,5540,1.1055662,1.3268458,-39.087,23.643,4.71286697044344,3.883,-0.401148066019229,-27.5531946443668,5.89362035877508,40.5291699201592,0,0,0,0,0,"240930_24-251-252.xls"
49,"SPINACH","RM","N2_CO2+He_2.met",4.955,2,0,193.4,283.4,180.578,4.1733856,38.8,28.1,6020,4188,0.695623,3.738,"2024/09/30 23:24:20",NA,317.8,99.5,222.691,1.3791472,0.3,0.2,2.4,6278,7056,8323,1.1055558,1.324747,-39.136,22.011,5.19616281739436,3.738,-0.55594389098921,-27.6063627847465,5.95729526737075,40.2088243774112,0,0,0,0,0,"240930_24-251-252.xls"
