"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d13C_dc","d15N_dc","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
21,"24-320.4",NA,"N2_CO2+He_2.met",5.48,2,0,196.5,274.5,26.883,0.5617748,38.5,27,941,652,0.6926303,-0.713,"2024/11/14 14:53:38",NA,314.5,106.5,308.013,1.7325826,0.2,0.3,1.8,7780,8791,10300,1.1075237,1.3235536,-36.916,21.015,3.29149411657019,-36.916,-0.713,-3.2999392924354,-3.95917944111371,-25.5965071527762,0.834555109614713,50.7062323998146,0,0,0,0,0,"241114_24-315.2-320.xls"
22,"24-320.5",NA,"N2_CO2+He_2.met",5.479,2,0,193.8,274.4,60.208,1.2584002,38.4,26.9,2299,1595,0.6935788,0.741,"2024/11/14 15:05:04",NA,314.2,100.6,269.071,1.5138096,0.2,0.3,1.9,7286,8231,9644,1.1068734,1.3235672,-37.465,21.005,4.09780523385108,-37.465,0.741,-2.33755492935346,-2.94771720121038,-26.1711982277867,1.8694366274016,44.3035417863163,0,0,0,0,0,"241114_24-315.2-320.xls"
24,"24-320.6",NA,"N2_CO2+He_2.met",5.399,2,0,193.8,277.2,64.019,1.3578768,38.2,26.8,2324,1612,0.6936818,0.807,"2024/11/14 15:27:56",NA,314.6,103.3,293.507,1.6757593,0.1,0.2,1.8,7619,8590,10095,1.1048596,1.3239665,-39.511,21.128,4.15917991430101,-39.511,0.807,-2.30897566183919,-2.91768050169231,-28.3129431084268,2.01722065069924,49.043108614164,0,0,0,0,0,"241114_24-315.2-320.xls"
25,"24-320.7",NA,"N2_CO2+He_2.met",5.512,2,0,193.3,280.1,100.563,2.0892774,38.5,27.1,3741,2602,0.6955326,3.484,"2024/11/14 15:39:22",NA,314.3,104.8,308.265,1.7239355,0.2,0.3,2,7929,8939,10495,1.1049764,1.3231412,-39.04,20.61,4.61078439677256,-39.04,3.484,0.224401033569985,-0.255111402323759,-27.8199021315053,3.103750902052,50.4531009185359,0,0,0,0,0,"241114_24-315.2-320.xls"
26,"24-320.8",NA,"N2_CO2+He_2.met",5.384,2,0,196.6,274.1,26.992,0.5741017,38.8,27.3,937,651,0.6942372,1.759,"2024/11/14 15:50:48",NA,314.1,106.5,313.972,1.7975943,0.2,0.3,2,7901,8914,10456,1.1058228,1.3229346,-38.242,20.406,3.29554052580361,-38.242,1.759,-0.830406427031325,-1.36370995992076,-26.9845588202879,0.852879863720911,52.608839594957,0,0,0,0,0,"241114_24-315.2-320.xls"
27,"24-320.9",NA,"N2_CO2+He_2.met",5.295,2,0,196.8,273.7,22.33,0.4829305,38.7,27.2,771,533,0.6914733,-2.336,"2024/11/14 16:02:14",NA,315,106.4,294.727,1.7157726,0.3,0.3,2,7453,8422,9862,1.1078256,1.3231454,-36.34,20.622,3.10593106585207,-36.34,-2.336,-4.80979971713736,-5.54603690232582,-24.9935525822735,0.717431771547773,50.2142306813901,0,0,0,0,0,"241114_24-315.2-320.xls"
29,"24-320.10",NA,"N2_CO2+He_2.met",5.192,2,0,196.5,272.7,26.378,0.5818091,38.3,26.9,945,653,0.6909775,-3.083,"2024/11/14 16:25:07",NA,314.2,104.3,301.973,1.7928294,0.1,0.2,1.8,7784,8786,10308,1.1061104,1.3233074,-37.868,20.85,3.27253032940369,-37.868,-3.083,-5.65837688915654,-6.43788822500599,-26.5930570679128,0.8643010230184,52.4694224894636,0,0,0,0,0,"241114_24-315.2-320.xls"
30,"24-320.11",NA,"N2_CO2+He_2.met",5.156,2,0,196.3,274.2,26.9,0.5974553,38.4,27,928,641,0.6910589,-2.914,"2024/11/14 16:36:32",NA,314.9,104,289.781,1.732461,0.3,0.3,1.9,7471,8437,9885,1.1073028,1.3229914,-36.72,20.649,3.29212628660779,-36.72,-2.914,-5.50132473258253,-6.27282701644554,-25.3913351114246,0.887558971519778,50.7025558895207,0,0,0,0,0,"241114_24-315.2-320.xls"
31,"24-320.12",NA,"N2_CO2+He_2.met",5.353,2,0,196.8,276.9,28.587,0.6115536,38.6,27.2,969,672,0.693081,0.021,"2024/11/14 16:47:58",NA,315,108.6,310.448,1.7877089,0.2,0.3,1.9,7632,8615,10098,1.1063439,1.3229256,-37.632,20.651,3.35295206903416,-37.632,0.021,-2.60341079666834,-3.22713068854575,-26.3460131813873,0.908508898056802,52.3196075027896,0,0,0,0,0,"241114_24-315.2-320.xls"
32,"24-320.13",NA,"N2_CO2+He_2.met",5.105,2,0,196.5,272.8,25.339,0.5684189,38.4,27.1,893,618,0.6924754,-0.943,"2024/11/14 16:59:24",NA,314.4,104.4,295.477,1.7841572,0.3,0.3,1.7,7609,8577,10069,1.1050488,1.3231323,-38.998,20.536,3.23234471081516,-38.998,-0.943,-3.49387533131622,-4.1630054671894,-27.7759366940728,0.844406508338098,52.2156620504293,0,0,0,0,0,"241114_24-315.2-320.xls"
35,"24-320.14",NA,"N2_CO2+He_2.met",5.225,2,0,196.4,275.8,28.623,0.6273301,38,26.8,974,675,0.6930954,-0.067,"2024/11/14 17:33:43",NA,315.1,106.7,303.629,1.7912766,0.1,0.2,1.8,7578,8548,10042,1.1062093,1.3240329,-38.01,21.519,3.35421059043782,-38.01,-0.067,-2.69217812926264,-3.32042481145579,-26.7417021182798,0.93193731792729,52.4239582148574,0,0,0,0,0,"241114_24-315.2-320.xls"
36,"24-320.15",NA,"N2_CO2+He_2.met",5.186,2,0,196.3,275.1,30.963,0.6837136,38.1,26.8,1090,753,0.691086,-2.963,"2024/11/14 17:45:09",NA,314.7,105.2,300.619,1.7868569,0.2,0.3,1.9,7643,8634,10117,1.1072336,1.3231352,-36.866,20.956,3.43279294325191,-36.866,-2.963,-5.63609054495585,-6.41446536352859,-25.544167346309,1.0157068169788,52.2945906396539,0,0,0,0,0,"241114_24-315.2-320.xls"
37,"24-320.16",NA,"N2_CO2+He_2.met",5.135,2,0,195.9,277.9,34.357,0.7661997,38.1,26.9,1173,812,0.6927061,-0.537,"2024/11/14 17:56:36",NA,315,107.6,297.753,1.787397,0.3,0.2,2,7425,8383,9823,1.1070996,1.3229795,-36.618,21.062,3.5368057824777,-36.618,-0.537,-3.2735081726032,-3.93140043649334,-25.2845619062314,1.13823682970002,52.3104615924598,0,0,0,0,0,"241114_24-315.2-320.xls"
38,"24-320.17",NA,"N2_CO2+He_2.met",5.407,2,0,196.2,275.7,27.176,0.5755611,38,26.8,935,647,0.69177,-1.878,"2024/11/14 18:08:02",NA,314.6,108.7,306.117,1.7451659,0.2,0.3,2,7567,8547,10009,1.1069149,1.3225461,-36.673,20.903,3.30233423085828,-36.673,-1.878,-4.47154861429119,-5.19053630271203,-25.3421356933454,0.855041140097689,51.0744776002618,0,0,0,0,0,"241114_24-315.2-320.xls"
40,"24-320.18",NA,"N2_CO2+He_2.met",5.163,2,0,195.3,277,32.105,0.7120898,37.7,26.5,1090,754,0.69218,-1.38,"2024/11/14 18:30:55",NA,314.1,109.1,301.78,1.8017475,0.1,0.2,1.8,7473,8426,9894,1.105446,1.3234998,-38.554,21.533,3.46901178124601,-38.554,-1.38,-4.07517351854667,-4.77394761157854,-27.3111592126436,1.05786048790826,52.7304142902037,0,0,0,0,0,"241114_24-315.2-320.xls"
41,"24-320.19",NA,"N2_CO2+He_2.met",5.083,2,0,197,274.6,19.638,0.4424377,38.1,26.9,653,452,0.691904,-1.594,"2024/11/14 18:42:21",NA,315.3,108.7,290.991,1.7646802,0.3,0.3,2,7240,8169,9581,1.1066873,1.3234259,-37.346,21.435,2.9774664647471,-37.346,-1.594,-3.98947361528896,-4.68387734502625,-26.0466294883946,0.657256656048107,51.6454780324608,0,0,0,0,0,"241114_24-315.2-320.xls"
42,"24-320.20",NA,"N2_CO2+He_2.met",5.288,2,0,196.5,274,21.71,0.470154,38,26.8,732,507,0.6932397,0.38,"2024/11/14 18:53:47",NA,314.4,106.5,298.708,1.7412486,0.2,0.3,2,7495,8452,9918,1.105428,1.3230429,-38.559,21.007,3.0777729838902,-38.559,0.38,-2.07663146396388,-2.67348764920361,-27.3163931932903,0.698435368716264,50.9598641877245,0,0,0,0,0,"241114_24-315.2-320.xls"
43,"24-320.21",NA,"N2_CO2+He_2.met",5.042,2,0,193.2,279.9,85.563,1.9433476,38.1,26.9,3098,2153,0.6950533,2.964,"2024/11/14 19:05:13",NA,315.1,102.5,276.49,1.6903704,0.3,0.3,2,7280,8211,9632,1.1059159,1.322878,-38.082,20.778,4.44925294671311,-38.082,2.964,-0.274007872623311,-0.778937233233605,-26.8170714395927,2.88696161088814,49.4708578708083,0,0,0,0,0,"241114_24-315.2-320.xls"
45,"24-320.22",NA,"N2_CO2+He_2.met",5.331,2,0,194.3,275.2,49.116,1.0550727,37.8,26.6,1800,1246,0.6922671,-1.223,"2024/11/14 19:28:07",NA,313.9,102.7,291.082,1.6831112,0.1,0.2,1.5,7649,8628,10128,1.1047683,1.3234672,-39.2,21.106,3.89418484729827,-39.2,-1.223,-4.17740562286462,-4.88139315744373,-27.9873895122005,1.56737225606328,49.2583116439471,0,0,0,0,0,"241114_24-315.2-320.xls"
46,"24-320.23",NA,"N2_CO2+He_2.met",5.409,2,0,195.5,276.8,37.566,0.7953165,38.2,26.9,1325,918,0.693305,0.323,"2024/11/14 19:39:33",NA,314,107.7,310.734,1.7708326,0.2,0.3,2,7751,8746,10257,1.1056133,1.3230292,-38.389,20.893,3.62609938599123,-38.389,0.323,-2.4679513407838,-3.08476332481771,-27.1384378513016,1.18150569587052,51.8256369676062,0,0,0,0,0,"241114_24-315.2-320.xls"
47,"24-320.24",NA,"N2_CO2+He_2.met",5.16,2,0,194.2,275.8,52.887,1.1737186,38.2,26.9,1917,1333,0.695108,2.919,"2024/11/14 19:50:59",NA,315.4,101.2,252.482,1.5082943,0.3,0.3,2.1,6787,7640,8981,1.1048799,1.3234813,-39.037,21.36,3.96815756197172,-39.037,2.919,-0.0805074978845082,-0.575569088484582,-27.8167617431172,1.74364102130204,44.1421593758234,0,0,0,0,0,"241114_24-315.2-320.xls"
50,"24-320.25",NA,"N2_CO2+He_2.met",5.005,2,0,193.2,279.9,66.412,1.521548,38,26.8,2302,1601,0.6946496,2.707,"2024/11/14 20:13:53",NA,315.4,100.1,252.48,1.56148458,0.2,0.3,2,6820,7685,9125,1.103168,1.3207217,-38.725,20.825,4.19587776304554,-38.725,2.707,-0.431350692887879,-0.944303928207592,-27.4901613507616,2.25735739683248,45.5088387819694,0,0,0,0,0,"241114_24-315.2-320.xls"
7,"UU-CN-3","RM","N2_CO2+He_2.met",0.532,2,0,192,269.1,32.244,6.9406367,33.1,23.1,1107,778,0.7019154,12.174,"2024/11/14 12:13:37","Bkgrnd 28: 45",316.7,75.3,26.588,1.5405376,0.2,0.3,1.6,885,994,1183,1.1220383,1.3387291,-24.48,32.279,3.47333197942135,-24.48,12.174,9.47619241510838,9.46848552304772,-12.5785504882404,10.3108656272841,45.086538327034,0,0,0,0,0,"241114_24-315.2-320.xls"
23,"UU-CN-3","RM","N2_CO2+He_2.met",0.541,2,0,192.9,271.1,34.112,7.2207175,38.3,27,1160,815,0.7014181,12.064,"2024/11/14 15:16:30",NA,317.6,75.2,27.403,1.5614005,0.4,0.5,2.1,918,1032,1223,1.1215733,1.3333718,-24.142,28.255,3.52964922854338,-24.142,12.064,9.33185524710559,9.31678771825184,-12.2247333965217,10.7267402646692,45.6955280091529,0,0,0,0,0,"241114_24-315.2-320.xls"
39,"UU-CN-3","RM","N2_CO2+He_2.met",0.502,2,0,193.4,271.8,32.117,7.3264245,38,26.8,1083,761,0.7011927,11.835,"2024/11/14 18:19:28",NA,318.1,74.4,24.955,1.5323791,0.4,0.5,2.2,835,937,1113,1.1210949,1.3360866,-24.163,31.596,3.4693854849656,-24.163,11.835,9.13959863070417,9.11472675870043,-12.2467161152379,10.8840142444111,44.8463096629582,0,0,0,0,0,"241114_24-315.2-320.xls"
12,"UU-CN-2","RM","N2_CO2+He_2.met",0.532,2,0,192.8,268.8,29.298,6.3065351,36.8,25.8,1006,697,0.6923515,-1.223,"2024/11/14 13:10:46","CO2 Reference Tank: 900",317.2,73.7,24.132,1.3982815,0.3,0.4,1.9,814,901,1086,1.1056916,1.3353066,-39.323,29.888,3.37751925430758,-39.323,-1.223,-3.86238964562208,-4.5503125848888,-28.1161454361099,9.36880477447492,40.9217821162925,0,0,0,0,0,"241114_24-315.2-320.xls"
28,"UU-CN-2","RM","N2_CO2+He_2.met",0.503,2,0,193.3,270.5,28.438,6.47442,38.4,27.1,958,664,0.6921658,-1.334,"2024/11/14 16:13:41",NA,317.9,73.4,22.705,1.3913959,0.4,0.5,2.3,762,843,1015,1.1049718,1.3333491,-39.351,28.497,3.34772627897418,-39.351,-1.334,-3.95522458224853,-4.64788174388965,-28.1454557277316,9.6180916639495,40.7217445772592,0,0,0,0,0,"241114_24-315.2-320.xls"
44,"UU-CN-2","RM","N2_CO2+He_2.met",0.522,2,0,193.2,270.5,29.394,6.4485312,38,26.8,992,687,0.6922008,-1.27,"2024/11/14 19:16:40",NA,317.9,73.7,23.597,1.3934746,0.4,0.5,2.3,792,876,1055,1.1048288,1.3334582,-39.478,28.768,3.38079057188449,-39.478,-1.27,-3.91138419938634,-4.60180567122155,-28.2783988361584,9.57957040807038,40.7811195244656,0,0,0,0,0,"241114_24-315.2-320.xls"
6,"SPINACH","RM","N2_CO2+He_2.met",0.201,2,0,196.6,259.3,6.842,3.7269336,32.5,22.7,215,149,0.6945311,1.816,"2024/11/14 12:02:11","GC Temp: 41",320.4,64.3,9.009,1.3355693,0.3,0.4,1.7,293,324,393,1.1073487,1.3445845,-38.319,36.829,1.92308008655541,-38.319,1.816,0.063395892228763,-0.424327182571301,-27.0651621222475,5.79088391852285,40.4346216591461,0,0,0,0,0,"241114_24-315.2-320.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.408,2,0,194.8,266,14.292,4.0113372,38.2,26.8,475,330,0.6945325,2.107,"2024/11/14 14:07:54","N2 Reference Tank: 800",318.6,71.1,18.273,1.3276456,0.4,0.5,2.1,592,655,790,1.1061407,1.3352967,-38.714,30.075,2.65969994016116,-38.714,2.107,-0.0947283114881547,-0.590515108528725,-27.4786465933388,5.95923746126478,40.4038309612754,0,0,0,0,0,"241114_24-315.2-320.xls"
18,"SPINACH","RM","N2_CO2+He_2.met",0.524,2,0,194.1,267,18.159,3.9686086,37.6,26.3,608,423,0.6945543,2.187,"2024/11/14 14:19:20",NA,317.7,73.4,23.403,1.3531909,0.3,0.4,1.9,773,857,1033,1.1062442,1.3365833,-38.714,30.96,2.89916630557766,-38.714,2.187,-0.160733255772797,-0.659886049445763,-27.4786465933388,5.89547074433833,40.2914688340685,0,0,0,0,0,"241114_24-315.2-320.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",0.759,2,0,193.9,270.6,26.882,4.0559691,38.2,26.9,904,629,0.694987,2.835,"2024/11/14 17:10:50",NA,317.5,77.3,34.129,1.369813,0.4,0.5,2.2,1126,1248,1498,1.105859,1.3317807,-38.666,27.031,3.29145691764896,-38.666,2.835,0.248083388104357,-0.230221339390057,-27.4284003791302,6.02528574403157,40.5652952995774,0,0,0,0,0,"241114_24-315.2-320.xls"
34,"SPINACH","RM","N2_CO2+He_2.met",1.548,2,0,192.6,275.4,54.165,4.0069484,37.8,26.6,1821,1267,0.6952943,2.949,"2024/11/14 17:22:17",NA,316.3,83.7,69.438,1.35682,0.3,0.3,2,2226,2472,2958,1.1056851,1.3306931,-38.752,26.439,3.99203494339753,-38.752,2.949,-0.0650657668033006,-0.559339888898083,-27.5184248462539,5.95258544436407,40.466822225458,0,0,0,0,0,"241114_24-315.2-320.xls"
48,"SPINACH","RM","N2_CO2+He_2.met",3.114,2,0,192.1,281.1,107.353,3.9478626,38,26.8,3571,2484,0.6953131,3.281,"2024/11/14 20:02:26",NA,316.1,91.4,140.072,1.3370603,0.3,0.4,2.2,4152,4636,5499,1.1051606,1.325817,-38.986,23.065,4.67612246990543,-38.986,3.281,0.0126676230444072,-0.477642397098804,-27.7633751405206,5.86480293813841,40.5793957463725,0,0,0,0,0,"241114_24-315.2-320.xls"
49,"SPINACH","RM","N2_CO2+He_2.met",7.017,2,0,192.2,284.3,252.434,4.1196765,38.4,27.1,8622,5994,0.6954084,3.379,"2024/11/14 20:13:51",NA,313.6,104.3,315.452,1.3681874,0.2,0.1,2.1,8084,9118,10702,1.1049051,1.3228158,-39.064,20.802,5.53114982840949,-39.064,3.379,-0.00361956931327478,-0.494760173213829,-27.8450252386096,6.12003941921245,40.5559578514025,0,0,0,0,0,"241114_24-315.2-320.xls"
