"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d13C_dc","d15N_dc","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
23,"24-333.44",NA,"N2_CO2+He_2.met",5.27,2,0,193.4,275.6,70.068,1.5225639,23.7,17,2652,1842,0.6945598,2.433,"2024/11/19 16:16:43",NA,312.7,102.8,291.644,1.7058765,0.1,0.2,1.9,7771,8761,10265,1.1038333,1.320308,-38.552,20.064,4.2494661990894,-38.552,1.84565696817009,-1.16491615271673,-1.55670231775783,-27.1732659940176,2.35428637793993,50.4189028482987,0,0,0,0,0,"241119_24-333.2.xls"
24,"24-333.45",NA,"N2_CO2+He_2.met",5.074,2,0,193.7,276.6,51.264,1.1569983,24.2,17.4,1846,1279,0.6927999,0.008,"2024/11/19 16:28:09",NA,314.1,106.1,284.003,1.7253543,0.2,0.3,2.1,7250,8140,9569,1.101088,1.3200019,-41.09,19.897,3.93698875144589,-41.09,-0.604879685387735,-3.6823392118528,-3.97822629188449,-29.8637794097951,1.78900770438807,50.994510197957,0,0,0,0,0,"241119_24-333.2.xls"
25,"24-333.46",NA,"N2_CO2+He_2.met",5.09,2,0,194,273.7,50.181,1.1289844,24,17.4,1835,1276,0.6955391,3.877,"2024/11/19 16:39:35",NA,313,100.1,274.159,1.6603127,0.2,0.3,2.1,7511,8459,9914,1.103088,1.3196659,-39.327,19.593,3.91563646899798,-39.327,3.23858366105444,0.156553636991544,-0.285572792964781,-27.994837269521,1.74570844548792,49.0722176625152,0,0,0,0,0,"241119_24-333.2.xls"
26,"24-333.47",NA,"N2_CO2+He_2.met",5.153,2,0,193.3,281.1,66.527,1.478454,24.1,17.4,2380,1653,0.6947,2.69,"2024/11/19 16:51:02",NA,313.8,110.1,293.647,1.7565936,0.2,0.3,2.1,7442,8354,9820,1.1001105,1.3195864,-41.831,19.643,4.1976078802976,-41.831,2.02604700749662,-0.995626487415495,-1.39386159791494,-30.6493075583731,2.28606187453791,51.9178125201954,0,0,0,0,0,"241119_24-333.2.xls"
28,"24-333.48",NA,"N2_CO2+He_2.met",5.267,2,0,193.4,283.6,57.19,1.2434468,23.8,17.2,1933,1341,0.6941551,1.918,"2024/11/19 17:13:54",NA,314.9,132.4,295.429,1.7290051,0.2,0.2,2,6782,7628,8961,1.1042699,1.3212817,-38.351,20.789,4.04637905792722,-38.351,1.20297370038098,-1.85107061816807,-2.21671831388313,-26.9601875083709,1.92267979255154,51.1023375198674,0,0,0,0,0,"241119_24-333.2.xls"
29,"24-333.49",NA,"N2_CO2+He_2.met",5.26,2,0,193.9,274.2,56.619,1.2326665,24.2,17.5,2083,1449,0.6957676,4.259,"2024/11/19 17:25:20",NA,314.3,97.9,242.921,1.4235931,0.2,0.3,2.2,6869,7707,9068,1.1002231,1.3201281,-41.816,20.041,4.03634461792411,-41.816,3.51843704682315,0.462244836869912,0.00847336129546017,-30.6334061788473,1.90601640448709,42.0755959637969,0,0,0,0,0,"241119_24-333.2.xls"
30,"24-333.50",NA,"N2_CO2+He_2.met",5.047,2,0,193.5,282.8,68.121,1.5456604,24.2,17.5,2431,1685,0.6932501,0.625,"2024/11/19 17:36:46",NA,315.1,113.8,270.543,1.652373,0.2,0.3,2.2,6817,7679,8996,1.1053875,1.3200822,-37.152,19.954,4.22128553566325,-37.152,-0.141099606734668,-3.157704853452,-3.4735774320484,-25.6891372382696,2.38999995971299,48.8375598864331,0,0,0,0,0,"241119_24-333.2.xls"
31,"24-333.51",NA,"N2_CO2+He_2.met",5.032,2,0,193.1,279.4,64.186,1.4607269,24.3,17.6,2336,1626,0.6961346,4.592,"2024/11/19 17:48:12",NA,314.9,117.1,266.133,1.6302885,0.2,0.3,2.2,6804,7655,8977,1.1046992,1.3199875,-37.653,20.061,4.16178511837969,-37.653,3.80036373970751,0.771022312915368,0.305488222663653,-26.2202433144337,2.258654811141,48.184688656829,0,0,0,0,0,"241119_24-333.2.xls"
34,"24-333.52",NA,"N2_CO2+He_2.met",5.26,2,0,195.1,279.6,47.595,1.0361999,23.5,17,1624,1126,0.6930748,0.338,"2024/11/19 18:22:31",NA,315.9,110.4,297.613,1.7441007,0.2,0.2,2,7260,8147,9579,1.1022479,1.3184228,-40.088,18.831,3.86272771370327,-40.088,-0.530246220965958,-3.62360146703118,-3.92172611137033,-28.8015672574668,1.60223336285633,51.5486283259721,0,0,0,0,0,"241119_24-333.2.xls"
35,"24-333.53",NA,"N2_CO2+He_2.met",5.002,2,0,194.8,275.6,49.262,1.1278194,23.6,17.1,1779,1233,0.6931558,0.463,"2024/11/19 18:33:58",NA,315.4,104.2,278.892,1.7186911,0.2,0.3,2.2,7160,8051,9437,1.1030015,1.3178517,-39.209,18.468,3.89715299276142,-39.209,-0.43078287452378,-3.51676932263385,-3.81896364642561,-27.8697464172508,1.74388778697833,50.7976158346812,0,0,0,0,0,"241119_24-333.2.xls"
36,"24-333.54",NA,"N2_CO2+He_2.met",5.26,2,0,195,277.5,45.306,0.9863616,23.6,17.1,1625,1126,0.6929739,0.296,"2024/11/19 18:45:24",NA,314.5,115.8,301.368,1.7661104,0.2,0.3,2.2,7420,8346,9778,1.1029012,1.3177406,-39.452,18.41,3.81343947404934,-39.452,-0.623319528081602,-3.7272250177327,-4.02140221126034,-28.1273487655699,1.52517669371928,52.1990202757997,0,0,0,0,0,"241119_24-333.2.xls"
6,"UU-CN-3","RM","N2_CO2+He_2.met",0.5,2,0,191.9,266.2,30.602,7.0089495,22.8,16.2,1075,755,0.702235,13.383,"2024/11/19 13:02:23","Bkgrnd 28: 45",316.4,74.3,24.771,1.5271406,0.2,0.3,1.8,833,935,1109,1.1200194,1.3332579,-24.725,29.413,3.42106536629962,-24.725,13.2297800786531,10.0418861478928,9.22318640445671,-12.5153743470691,10.8375219517547,45.1361482200144,0,0,0,0,0,"241119_24-333.2.xls"
22,"UU-CN-3","RM","N2_CO2+He_2.met",0.513,2,0,192.3,267,30.944,6.9076349,23.6,17.1,1080,759,0.7024411,13.882,"2024/11/19 16:05:17",NA,316.6,74.4,25.011,1.5028474,0.4,0.4,1.9,840,942,1112,1.1193056,1.3260615,-24.657,24.371,3.43217911927088,-24.657,13.3201936217279,10.1346786114124,9.31244401819612,-12.4432880932184,10.6809349716691,44.4185780002436,0,0,0,0,0,"241119_24-333.2.xls"
37,"UU-CN-3","RM","N2_CO2+He_2.met",0.457,2,0,194.5,269.2,29.536,7.4011203,23.1,16.7,1027,722,0.7020444,14.329,"2024/11/19 19:08:17",NA,318.9,74.2,23.308,1.5721433,0.3,0.4,2.3,779,874,1032,1.1191946,1.3260172,-24.325,24.598,3.38560985832044,-24.325,13.3841438183606,10.1886605671403,9.36436957734717,-12.0913375597125,11.4442059023268,46.4664794600419,0,0,0,0,0,"241119_24-333.2.xls"
11,"UU-CN-2","RM","N2_CO2+He_2.met",0.485,2,0,192.5,265.5,26.43,6.2405905,23.5,16.9,924,640,0.6924323,-0.735,"2024/11/19 13:59:32","CO2 Reference Tank: 900",316.9,72.9,21.745,1.3820215,0.3,0.4,2.1,733,810,972,1.1037048,1.3279637,-39.398,25.735,3.2744997286162,-39.398,-1.01590318913605,-4.235169779779,-4.50999725068501,-28.0701037992768,9.64951772523714,40.8477964565404,0,0,0,0,0,"241119_24-333.2.xls"
27,"UU-CN-2","RM","N2_CO2+He_2.met",0.503,2,0,193.2,266.4,27.311,6.2177879,24,17.3,957,663,0.6924184,-0.491,"2024/11/19 17:02:28",NA,317.5,73,22.625,1.3865218,0.4,0.5,2.3,763,843,1010,1.1031181,1.3263359,-39.452,24.673,3.30728955143919,-39.452,-1.1804896460612,-4.39273751133783,-4.66156257385697,-28.1273487655699,9.61434718349505,40.9799630812206,0,0,0,0,0,"241119_24-333.2.xls"
38,"UU-CN-2","RM","N2_CO2+He_2.met",0.504,2,0,194.2,267.8,26.474,6.0153086,22.9,16.5,922,639,0.6927099,-0.169,"2024/11/19 19:19:43",NA,318.6,73.2,22.462,1.2942789,0.3,0.4,2.2,711,785,941,1.1030849,1.3262273,-39.655,24.706,3.27616311929158,-39.655,-1.13939283519725,-4.35830337383008,-4.62844017545802,-28.3425474351534,9.30120490071821,40.604002556992,0,0,0,0,0,"241119_24-333.2.xls"
5,"SPINACH","RM","N2_CO2+He_2.met",0.192,2,0,195.8,254.4,6.175,3.6827172,23.1,16.5,217,151,0.6960397,4.317,"2024/11/19 12:50:57","GC Temp: 41",320,63,8.567,1.2951599,0.3,0.4,1.9,274,303,367,1.1056768,1.3400326,-38.333,34.616,1.82050888251404,-38.333,4.18931673221089,0.0350848354295552,-0.402414344099111,-26.9411058529399,5.69489756695547,40.6516799929924,0,0,0,0,0,"241119_24-333.2.xls"
16,"SPINACH","RM","N2_CO2+He_2.met",0.323,2,0,194.6,259.3,10.82,3.8362066,23.8,17.1,377,262,0.6955027,3.902,"2024/11/19 14:56:41","N2 Reference Tank: 800",318.2,68.9,14.346,1.3404304,0.4,0.5,2.2,474,524,629,1.1042996,1.3292683,-38.787,26.783,2.38139627341834,-38.787,3.49341354307484,-0.112150773361369,-0.544041137910522,-27.4223876065896,5.93164187036812,40.464973858021,0,0,0,0,0,"241119_24-333.2.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.534,2,0,194.4,263.9,18.031,3.8667829,23.2,16.7,629,438,0.6954386,3.743,"2024/11/19 15:08:07",NA,317.8,73.6,23.654,1.3480832,0.3,0.4,2.1,787,870,1044,1.1042794,1.3287219,-38.804,26.321,2.89209249879423,-38.804,3.30887688951702,0.00775528737542475,-0.42870279632209,-27.4404091700522,5.97900256917213,40.3565744616273,0,0,0,0,0,"241119_24-333.2.xls"
32,"SPINACH","RM","N2_CO2+He_2.met",0.756,2,0,192.7,265.4,26.349,3.9912512,23.5,17,933,650,0.695723,4.167,"2024/11/19 17:59:39",NA,316.1,76.7,33.561,1.33173,0.3,0.4,2.3,1104,1222,1462,1.1040078,1.3253138,-38.645,24.02,3.27143032360309,-38.645,3.34982708614969,0.129903483392298,-0.311207731685362,-27.271854547078,6.17152546974451,40.4449271307158,0,0,0,0,0,"241119_24-333.2.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",1.548,2,0,192.2,272,54.682,4.0452063,23.1,16.6,1948,1356,0.6955979,3.943,"2024/11/19 18:11:05",NA,315.7,83,68.815,1.3543835,0.2,0.3,2.1,2275,2523,3006,1.1038261,1.323327,-38.909,22.482,4.00153458763162,-38.909,3.10029043259186,0.0366470679332398,-0.400911623510649,-27.5517188267333,6.25494676596698,40.50075487017,0,0,0,0,0,"241119_24-333.2.xls"
39,"SPINACH","RM","N2_CO2+He_2.met",3.015,2,0,193.4,279.4,107.197,4.1475358,23.1,16.7,3969,2761,0.6954833,3.743,"2024/11/19 19:31:10",NA,317.1,90,134.51,1.375227,0.2,0.3,2.2,4284,4787,5650,1.1038154,1.3202778,-38.637,20.042,4.67466826317049,-38.637,2.74707051124493,-0.172487280614739,-0.602079177364742,-27.2633738113309,6.29572136194094,40.6460377527414,0,0,0,0,0,"241119_24-333.2.xls"
40,"SPINACH","RM","N2_CO2+He_2.met",7.182,2,0,193,283.7,250.016,4.2575341,24,17.4,9894,6878,0.6954026,3.835,"2024/11/19 19:42:35",NA,312.1,105,320.913,1.3816546,0.1,0.2,2.2,8508,9600,11217,1.1035914,1.3181207,-38.727,18.549,5.52152491581433,-38.727,2.81353385768711,0.0752473798455848,-0.363781757568853,-27.3587820884861,6.16414130105264,40.7092282875311,0,0,0,0,0,"241119_24-333.2.xls"
