"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","d13C_dc","d15N_dc","d15N_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
6,"UU-CN-3","RM","N2_CO2+He_2.met",0.563,2,0,191.6,268.3,31.542,6.4157528,32.2,23,1086,763,0.701611,12.823,"2024/11/18 16:00:42","Bkgrnd 28: 45",315,73.3,24.766,1.355982,0.3,0.4,2.5,840,941,1120,1.1189615,1.3351411,-24.197,32.317,3.45131999106537,-24.197,12.93803125,8.7007776986926,9.37219163063175,-12.0406040550711,9.49948233504217,40.5571452926826,0,1,0,1,0,"241118_24-333.1.xls"
22,"UU-CN-3","RM","N2_CO2+He_2.met",0.538,2,0,192,270.2,34.177,7.2748579,38.1,27,1167,820,0.7013861,12.342,"2024/11/18 19:03:35",NA,315.3,73.2,26.357,1.5101384,0.4,0.5,2.5,904,1014,1202,1.1193277,1.3309862,-24.401,28.523,3.53155290320928,-24.401,12.76378125,8.51827877605113,9.18147127336155,-12.2550438266413,10.7713656690204,45.1682854855131,0,1,0,1,0,"241118_24-333.1.xls"
38,"UU-CN-3","RM","N2_CO2+He_2.met",0.507,2,0,192.3,270.4,32.87,7.4243189,38.5,27.4,1115,783,0.7020273,12.189,"2024/11/18 22:06:34",NA,315.7,73,24.942,1.5164669,0.4,0.5,2.4,854,957,1136,1.1187358,1.3312191,-24.876,28.769,3.49256038767613,-24.876,12.91753125,8.67603768256636,9.3463370960067,-12.7543521182877,10.9928639144956,45.3568849776807,0,1,0,1,0,"241118_24-333.1.xls"
11,"UU-CN-2","RM","N2_CO2+He_2.met",0.508,2,0,192.2,269.4,28.912,6.5174165,35.9,25.5,986,683,0.6922242,-0.683,"2024/11/18 16:57:51","CO2 Reference Tank: 900",315.5,72.5,22.495,1.3649692,0.4,0.5,2.6,767,847,1019,1.1029039,1.3297238,-39.501,27.781,3.36425673384987,-39.501,-0.472109374999999,-4.70041176082561,-4.6327109987716,-28.1277916242419,9.65013813174898,40.8265037627038,0,1,0,1,0,"241118_24-333.1.xls"
27,"UU-CN-2","RM","N2_CO2+He_2.met",0.519,2,0,192.6,269.6,27.977,6.1730747,38.4,27.3,947,656,0.6922183,-0.913,"2024/11/18 20:00:46",NA,315.8,71.5,22.898,1.2827637,0.4,0.5,2.5,742,820,987,1.1029787,1.3317653,-39.579,29.274,3.33138274404646,-39.579,-0.395359374999998,-4.62028191343432,-4.54897136403142,-28.209783301607,9.14014092674723,40.6771107640244,0,1,0,1,0,"241118_24-333.1.xls"
43,"UU-CN-2","RM","N2_CO2+He_2.met",0.536,2,0,192.8,270.3,30.867,6.5947561,38.3,27.2,1046,725,0.6920998,-1.276,"2024/11/18 23:03:46",NA,315.9,72.5,23.791,1.3682176,0.4,0.5,2.5,817,903,1086,1.1030505,1.3311698,-39.572,28.794,3.42968765206178,-39.572,-0.451609374999996,-4.68663885782693,-4.61831763719699,-28.2024250741511,9.76447143300318,40.9230328395855,0,1,0,1,0,"241118_24-333.1.xls"
5,"SPINACH","RM","N2_CO2+He_2.met",0.238,2,0,195,262.9,8.833,4.2500792,31.8,22.7,284,197,0.694724,2.873,"2024/11/18 15:49:17","GC Temp: 41",317.8,64.7,10.407,1.3090815,0.4,0.4,2.6,347,383,465,1.1034553,1.3405111,-38.718,36.728,2.178494707763,-38.718,2.968859375,0.689343587623962,0.999848639263387,-27.3047213245385,6.29289347736907,40.3151706404405,0,1,0,1,0,"241118_24-333.1.xls"
16,"SPINACH","RM","N2_CO2+He_2.met",0.324,2,0,194.5,267.3,12.023,4.4261611,37.6,26.7,397,276,0.6940724,1.792,"2024/11/18 17:55:00","N2 Reference Tank: 800",316.9,67.9,14.254,1.3371043,0.4,0.5,2.5,482,533,642,1.1041489,1.3332719,-38.595,30.486,2.48682148199277,-38.595,2.09875,-0.711951601397711,-0.464573808951552,-27.1754267563859,6.29197435481883,40.5612797622871,0,1,0,1,0,"241118_24-333.1.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.53,2,0,194,269.7,19.411,4.1940601,37.1,26.3,630,438,0.6948694,2.74,"2024/11/18 18:06:26",NA,316.2,72.2,23.176,1.3304599,0.3,0.4,2.3,783,866,1043,1.1040901,1.3329199,-38.776,30.122,2.96583991568895,-38.776,3.065921875,-0.570033379019751,-0.316262280952843,-27.3656894948869,6.20999351890792,40.3164716697502,0,1,0,1,0,"241118_24-333.1.xls"
32,"SPINACH","RM","N2_CO2+He_2.met",0.751,2,0,193.2,269.7,27.282,4.1600645,38.4,27,919,640,0.6958543,4.352,"2024/11/18 20:57:56",NA,315.2,75.2,32.794,1.3337458,0.3,0.5,2.5,1112,1230,1477,1.1038047,1.3300932,-38.86,27.949,3.30622714407093,-38.86,4.9655,0.743163764276796,1.05609337304594,-27.453988224357,6.1596406232048,40.2600546600062,0,1,0,1,0,"241118_24-333.1.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",1.502,2,0,192.7,273.5,53.229,4.0582855,38.2,27.1,1843,1282,0.6951778,3.408,"2024/11/18 21:09:23",NA,314.9,81.1,65.593,1.3379408,0.2,0.3,2.3,2191,2429,2907,1.1038614,1.3288227,-38.844,26.944,3.97460336060955,-38.844,4.040671875,-0.25038159356829,0.017789569003137,-27.4371694187436,6.0089346589797,40.2631238231656,0,1,0,1,0,"241118_24-333.1.xls"
47,"SPINACH","RM","N2_CO2+He_2.met",2.956,2,0,191.9,278.9,104.248,4.0385852,38.7,27.4,3558,2474,0.695208,3.522,"2024/11/18 23:49:31",NA,314.5,88.8,129.259,1.3374861,0.3,0.4,2.5,4080,4551,5396,1.1035658,1.3239956,-38.76,23.31,4.64677267584261,-38.76,4.423078125,0.0629174467446321,0.345202487589376,-27.3488706892735,5.97974148396825,40.315891417918,0,1,0,1,0,"241118_24-333.1.xls"
48,"SPINACH","RM","N2_CO2+He_2.met",7.196,2,0,191.2,283.8,257.951,4.1049898,38.8,27.4,9067,6303,0.6952498,3.57,"2024/11/19 00:00:58",NA,310.4,102.6,314.544,1.3473971,0.2,0.2,2.3,8287,9341,10958,1.1034933,1.3211976,-38.752,21.197,5.55276964440344,-38.752,4.49025,0.0369417753403658,0.318056632376371,-27.3404612864669,6.07806259148332,40.3004741228039,0,1,0,1,0,"241118_24-333.1.xls"
