"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","ln_AreaC","d13C_dc","d15N_dc","d15N_lc","d13C_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
21,"24-364.12",NA,"N2_CO2+He_2.met",5.008,2,0,194.6,276.2,37.719,0.8625123,26.4,18.9,1245,863,0.6930366,-0.646,"2024/11/27 14:31:24",NA,315.1,104.6,281.543,1.7329487,0.3,0.3,1.9,7080,7969,9368,1.1057235,1.3234926,-39.464,19.473,3.63016394627915,5.64028518902253,-39.464,-0.646,-3.75801526508733,-0.778499999999994,-4.8154039871878,-28.1862662941144,1.22477363048391,49.8757198482428,0,0,0,0,0,"241127_24-364.1.xls"
23,"24-364.13",NA,"N2_CO2+He_2.met",5.344,2,0,193.9,275.7,64.07,1.3729478,26.1,18.7,2389,1660,0.6947042,1.8,"2024/11/27 14:54:16",NA,314.6,102.9,299.096,1.7252409,0.1,0.2,1.7,7755,8747,10271,1.1059069,1.3237411,-39.29,19.675,4.15997623565093,5.70076459209278,-39.29,1.8,-1.68360493340218,-0.604499999999994,-2.61784618041103,-27.9926973019516,1.9496122807354,49.6538489325696,0,0,0,0,0,"241127_24-364.1.xls"
24,"24-364.14",NA,"N2_CO2+He_2.met",5.721,2,0,193,278.5,82.027,1.6419141,26.5,19,2990,2079,0.6951369,2.353,"2024/11/27 15:05:42",NA,314.4,104.7,300.623,1.6197781,0.2,0.3,1.9,7627,8602,10095,1.1066356,1.3233675,-38.57,19.507,4.40704846136003,5.70585698803124,-38.57,2.353,-1.30389175260737,0.115500000000004,-2.21559130728098,-27.1917221619679,2.33155066825387,46.6185777418056,0,0,0,0,0,"241127_24-364.1.xls"
25,"24-364.15",NA,"N2_CO2+He_2.met",5.359,2,0,194.6,278.6,41.764,0.8924515,26.6,19.1,1366,944,0.6907086,-3.929,"2024/11/27 15:17:08",NA,315.2,106.7,290.259,1.6695836,0.2,0.3,1.9,7115,7999,9415,1.1048632,1.3234909,-40.238,19.649,3.73203472442786,5.67077362784921,-40.238,-3.929,-7.11246345423398,-1.55249999999999,-8.36898916408917,-29.0473145695969,1.2672967098487,48.0519150636475,0,0,0,0,0,"241127_24-364.1.xls"
26,"24-364.16",NA,"N2_CO2+He_2.met",5.592,2,0,194.3,277.8,49.107,1.0056409,26.8,19.2,1677,1161,0.6923479,-1.578,"2024/11/27 15:28:34",NA,315.3,105.5,294.27,1.6221253,0.2,0.3,1.9,7321,8254,9685,1.1069431,1.3230533,-38.066,19.375,3.89400159083033,5.68449771324433,-38.066,-1.578,-4.87506069493946,0.619500000000002,-5.99876287592883,-26.6310395639793,1.42802633967294,46.6860993189028,0,0,0,0,0,"241127_24-364.1.xls"
28,"24-364.17",NA,"N2_CO2+He_2.met",5.412,2,0,196.3,269,24.729,0.5232561,26.4,18.9,916,633,0.6907872,-3.863,"2024/11/27 15:51:26",NA,313,102.6,302.233,1.7214311,0.1,0.2,1.7,7964,9000,10546,1.1069629,1.3234182,-38.152,19.654,3.2079766439992,5.71119824308266,-38.152,-3.863,-6.67890956356241,0.533500000000004,-7.9096973245958,-26.7267115945885,0.743034097760181,49.5442042241075,0,0,0,0,0,"241127_24-364.1.xls"
29,"24-364.18",NA,"N2_CO2+He_2.met",5.308,2,0,194.8,270.5,33.444,0.7215224,26.4,19,1247,862,0.6912569,-3.193,"2024/11/27 16:02:52",NA,312.8,102.2,297.262,1.7262921,0.2,0.3,1.9,7844,8875,10380,1.1089306,1.3230624,-36.109,19.471,3.50987239828781,5.69461390481491,-36.109,-3.193,-6.22064746668804,2.5765,-7.42423047497878,-24.4539446348846,1.02458331175077,49.6840790767013,0,0,0,0,0,"241127_24-364.1.xls"
30,"24-364.19",NA,"N2_CO2+He_2.met",5.262,2,0,194.8,277.6,37.729,0.8210833,26.5,19,1238,856,0.6919005,-2.191,"2024/11/27 16:14:18",NA,315.2,106.9,290.436,1.7013986,0.3,0.3,2,7097,7980,9391,1.1042678,1.3235445,-40.611,19.802,3.63042902951684,5.67138324220952,-40.611,-2.191,-5.30320118412761,-1.92549999999999,-6.45231994708376,-29.4622641907273,1.16596208459119,48.9675489564226,0,0,0,0,0,"241127_24-364.1.xls"
31,"24-364.20",NA,"N2_CO2+He_2.met",5.062,2,0,194.9,275.7,38.516,0.8713398,26.8,19.2,1288,891,0.6915668,-2.743,"2024/11/27 16:25:44",NA,315.5,103.7,275.819,1.6796052,0.3,0.4,2,7027,7908,9298,1.1054031,1.3233198,-39.355,19.829,3.65107373937804,5.61974485348672,-39.355,-2.743,-5.86968057813878,-0.669499999999992,-7.0524284191989,-28.0650075576446,1.23731140055315,48.3404625684984,0,0,0,0,0,"241127_24-364.1.xls"
34,"24-364.21",NA,"N2_CO2+He_2.met",5.413,2,0,194.6,277,55.123,1.166168,26.3,18.8,1954,1357,0.6944559,1.399,"2024/11/27 17:00:02",NA,315.5,104.6,290.881,1.6564661,0.1,0.2,1.8,7358,8281,9750,1.1046301,1.3241048,-40.118,20.352,4.00956705192969,5.67291424882699,-40.118,1.399,-1.97911380038834,-1.4325,-2.93089794635054,-28.9138187129329,1.65597888803793,47.6744938111953,0,0,0,0,0,"241127_24-364.1.xls"
35,"24-364.22",NA,"N2_CO2+He_2.met",5.02,2,0,195.9,271.3,22.937,0.5232373,26.5,19.1,788,542,0.688171,-7.434,"2024/11/27 17:11:29",NA,314.6,103.5,275.412,1.691162,0.2,0.3,1.9,7094,7987,9388,1.10533,1.3236126,-39.418,20.016,3.13275132721208,5.61826815833003,-39.418,-7.434,-10.1971494614007,-0.732499999999995,-11.6367977133252,-28.1350928823932,0.743006947654892,48.6729764420579,0,0,0,0,0,"241127_24-364.1.xls"
36,"24-364.23",NA,"N2_CO2+He_2.met",5.511,2,0,195,275.5,45.331,0.9419682,26.4,19,1636,1138,0.6952566,2.843,"2024/11/27 17:22:55",NA,313.8,105.1,308.415,1.725086,0.2,0.3,1.9,7851,8835,10387,1.1032188,1.3227708,-41.394,19.428,3.81399112515505,5.73144627863867,-41.394,2.843,-0.397944476047582,-2.70849999999999,-1.25586242446404,-30.3333246554597,1.33759570618146,49.6493816714397,0,0,0,0,0,"241127_24-364.1.xls"
37,"24-364.24",NA,"N2_CO2+He_2.met",5.641,2,0,194.7,283.1,46.182,0.9375266,26.3,19,1484,1028,0.6927412,-0.758,"2024/11/27 17:34:21",NA,315.5,123,305.187,1.6676929,0.3,0.3,2,6903,7767,9131,1.1054886,1.3236658,-39.114,20.256,3.83259011178024,5.72092470348345,-39.114,-0.758,-4.0119890795981,-0.428499999999993,-5.0844549701443,-27.7969033788445,1.33130209222513,47.9975084204928,0,0,0,0,0,"241127_24-364.1.xls"
39,"24-364.25",NA,"N2_CO2+He_2.met",5.065,2,0,194.4,273.1,53.88,1.2182001,26.1,18.7,2069,1437,0.6940262,0.959,"2024/11/27 17:57:14",NA,313.4,97,262.335,1.59655,0.1,0.2,1.8,7439,8417,9842,1.1078819,1.3231053,-37.066,19.675,3.98675935154216,5.56962231296926,-37.066,0.959,-2.40311736921443,1.6195,-3.38007250865522,-25.5185740917797,1.72984868062806,45.9500036482252,0,0,0,0,0,"241127_24-364.1.xls"
40,"24-364.26",NA,"N2_CO2+He_2.met",5.391,2,0,193.6,280.5,95.838,2.0357979,26.3,18.9,3490,2431,0.6964822,4.224,"2024/11/27 18:08:40",NA,314.6,102.4,285.365,1.6316892,0.2,0.3,2,7556,8541,9994,1.1079456,1.322883,-36.851,19.599,4.56265926603587,5.65376906262407,-36.851,4.224,0.533,1.83450000000001,-0.269652382137381,-25.2793940152567,2.8908688369459,46.9613028558064,0,0,0,0,0,"241127_24-364.1.xls"
41,"24-364.27",NA,"N2_CO2+He_2.met",5.25,2,0,193.2,281.3,90.022,1.9636044,26.4,19,3163,2199,0.695094,2.492,"2024/11/27 18:20:07",NA,315,105.1,289.819,1.7016639,0.2,0.3,2,7315,8214,9675,1.1020804,1.3227175,-42.319,19.481,4.50005408490303,5.66925659019433,-42.319,2.492,-1.199,-3.6335,-2.10447265043281,-31.3623552172443,2.78836312830199,48.9752107246377,0,0,0,0,0,"241127_24-364.1.xls"
42,"24-364.28",NA,"N2_CO2+He_2.met",5.163,2,0,194.2,283.7,60.411,1.3399194,26.4,19,2046,1419,0.6935317,0.217,"2024/11/27 18:31:33",NA,316.1,114.7,282.573,1.6870724,0.3,0.3,2.1,6570,7390,8690,1.104944,1.3234733,-39.692,20.163,4.10117120756438,5.64393692428478,-39.692,0.217,-3.2253613810719,-1.0065,-4.25112907819369,-28.4399084217759,1.90271559192975,48.5553736452517,0,0,0,0,0,"241127_24-364.1.xls"
44,"24-364.29",NA,"N2_CO2+He_2.met",5.019,2,0,194.4,275.3,63.97,1.4595685,26,18.7,2424,1679,0.6923413,-1.594,"2024/11/27 18:54:26",NA,314.6,98.3,263.882,1.6206865,0.2,0.2,1.9,7354,8272,9730,1.1024958,1.3229575,-41.952,19.702,4.15841422346205,5.57550203352862,-41.952,-1.594,-5.07650939899723,-3.26649999999999,-6.21217059257262,-30.954080388947,2.07261736435462,46.6445958401552,0,0,0,0,0,"241127_24-364.1.xls"
45,"24-364.30",NA,"N2_CO2+He_2.met",5.488,2,0,194.5,278.5,60.345,1.2591887,26.2,18.9,2170,1506,0.6936855,0.432,"2024/11/27 19:05:52",NA,314.8,106.1,304.064,1.7078804,0.2,0.2,2,7630,8598,10091,1.1052689,1.3224672,-39.241,19.303,4.10007809406986,5.71723820556446,-39.241,0.432,-3.00959471391637,-0.555499999999995,-4.02255341184293,-27.9381864938139,1.7880809086384,49.1540905057675,0,0,0,0,0,"241127_24-364.1.xls"
46,"24-364.31",NA,"N2_CO2+He_2.met",5.436,2,0,194.6,284.1,71.546,1.5072068,26.2,18.9,2473,1717,0.6942676,1.232,"2024/11/27 19:17:18",NA,316.2,117,301.098,1.7073953,0.3,0.3,2,6965,7831,9210,1.1040425,1.3231636,-40.352,19.992,4.27034059947815,5.7074357931541,-40.352,1.232,-2.32901019215328,-1.66649999999999,-3.30156595524994,-29.1741356334276,2.14025680931548,49.1402301084557,0,0,0,0,0,"241127_24-364.1.xls"
6,"UU-CN-3","RM","N2_CO2+He_2.met",0.472,2,0,192.4,266.8,29.365,7.1245246,25.1,17.8,1025,721,0.7021855,12.5,"2024/11/27 11:39:57","Bkgrnd 28: 45",317.2,73.4,23.675,1.5461312,0.2,0.3,1.4,797,897,1067,1.1229,1.339932,-24.823,31.259,3.37980348897448,3.16441963907214,-24.823,12.5,9.56357779146353,13.5181609272913,9.29702612028518,-12.2817246447573,10.1169122672223,44.4996660832719,0,0,0,0,0,"241127_24-364.1.xls"
22,"UU-CN-3","RM","N2_CO2+He_2.met",0.408,2,0,192.8,269.1,26.282,7.3768534,26.4,18.9,885,622,0.7019326,12.273,"2024/11/27 14:42:50",NA,317.6,71.9,20.585,1.5552627,0.4,0.5,2.1,698,785,930,1.1219114,1.3364606,-24.884,29.723,3.26888429422145,3.02456265522187,-24.884,12.273,9.41437218697841,13.427319875731,9.13896291748346,-12.3827821780764,10.4751011469711,44.7609681372549,0,0,0,0,0,"241127_24-364.1.xls"
38,"UU-CN-3","RM","N2_CO2+He_2.met",0.439,2,0,193.3,270.9,29.006,7.5663059,26.3,19,965,678,0.702354,12.649,"2024/11/27 17:45:48",NA,317.9,72.5,21.936,1.5402874,0.4,0.5,2.2,743,835,989,1.1210998,1.332352,-24.9,26.777,3.36750270513806,3.08812912281996,-24.9,12.649,9.72120508131218,13.4248829469834,9.46401096223136,-12.3854931771664,10.7444279938485,44.3304030900267,0,0,0,0,0,"241127_24-364.1.xls"
11,"UU-CN-2","RM","N2_CO2+He_2.met",0.565,2,0,192.3,268.2,32.138,6.5138326,26.2,18.7,1113,772,0.6930502,-0.734,"2024/11/27 12:37:05","CO2 Reference Tank: 900",316.5,74.3,26.151,1.4267305,0.3,0.4,1.6,886,983,1181,1.1073086,1.3353085,-39.098,27.864,3.47003913061956,3.26388743069755,-39.098,-0.734,-3.73370996690242,-0.7356157957813,-4.78965580373709,-28.1385590976183,9.24975811500137,41.0628053097345,0,0,0,0,0,"241127_24-364.1.xls"
27,"UU-CN-2","RM","N2_CO2+He_2.met",0.439,2,0,193.2,270.1,26.129,6.8159435,26.5,19.1,862,598,0.6930056,-0.572,"2024/11/27 15:40:00",NA,317.7,71.4,20.153,1.4150645,0.4,0.5,2.1,688,763,918,1.1065034,1.3341545,-39.05,27.596,3.26304580861268,3.00335316068535,-39.05,-0.572,-3.4265329270132,-0.743205558770768,-4.4642431832153,-28.1470024468863,9.67872712718982,40.7271432108547,0,0,0,0,0,"241127_24-364.1.xls"
43,"UU-CN-2","RM","N2_CO2+He_2.met",0.452,2,0,193.5,270.6,26.972,6.8335011,26.2,18.9,886,614,0.6930559,-0.627,"2024/11/27 18:42:59",NA,317.9,72,20.672,1.4097674,0.4,0.6,2.2,700,776,932,1.1057835,1.3329781,-39.152,27.411,3.29479929087234,3.02878012760019,-39.152,-0.627,-3.50380358055862,-0.839780249216403,-4.54610101304762,-28.2544384554954,9.70364038979623,40.5744671027318,0,0,0,0,0,"241127_24-364.1.xls"
5,"SPINACH","RM","N2_CO2+He_2.met",0.198,2,0,195.9,256.3,6.957,3.6190335,25.1,17.8,213,148,0.6948665,2.036,"2024/11/27 11:28:32","GC Temp: 41",319.5,63.8,9.028,1.3744404,0.3,0.4,1.7,301,334,405,1.1086958,1.3451045,-38.148,35.445,1.9397483469415,2.20033085895529,-38.148,2.036,0.109576282094306,-0.0125450889843606,-0.718212670642217,-27.3341679023477,5.71369153471149,40.4515458937198,0,0,0,0,0,"241127_24-364.1.xls"
16,"SPINACH","RM","N2_CO2+He_2.met",0.425,2,0,194.4,266,15.589,4.2005082,26.5,18.8,516,359,0.694876,2.419,"2024/11/27 13:34:15","N2 Reference Tank: 800",318.2,71,19.471,1.3759804,0.4,0.5,1.9,646,717,862,1.1076166,1.3349099,-38.427,27.554,2.74656553733054,2.96892617913348,-38.427,2.419,-0.0732938160170011,-0.127551186448926,-0.911938861450415,-27.4621082148695,5.9647096000657,40.6450900255754,0,0,0,0,0,"241127_24-364.1.xls"
17,"SPINACH","RM","N2_CO2+He_2.met",0.571,2,0,194.4,268,20.814,4.1744149,26,18.6,699,487,0.6954445,2.62,"2024/11/27 13:45:41",NA,318,73.5,25.952,1.3847954,0.3,0.4,1.8,874,970,1167,1.1078485,1.3362267,-38.224,28.888,3.03562583721567,3.256248677933,-38.224,2.62,-0.0750294322192371,0.136754336271977,-0.913777512596977,-27.1680774467308,5.92760723289449,40.322132033808,0,0,0,0,0,"241127_24-364.1.xls"
32,"SPINACH","RM","N2_CO2+He_2.met",0.732,2,0,193.8,270,27.239,4.2614005,26.4,19,917,639,0.6953766,2.795,"2024/11/27 16:37:10",NA,317.3,76,33.348,1.4043285,0.4,0.5,2.2,1129,1253,1502,1.1067799,1.3312583,-38.341,25.856,3.30464976988793,3.50699780054837,-38.341,2.795,-0.0887123222084001,0.0732562586691756,-0.928272688047885,-27.238716865615,6.05117977949112,40.4173164647185,0,0,0,0,0,"241127_24-364.1.xls"
33,"SPINACH","RM","N2_CO2+He_2.met",1.507,2,0,193.1,274.5,54.531,4.1438073,26,18.7,1873,1304,0.6958299,3.498,"2024/11/27 16:48:36",NA,316.6,82.5,68.899,1.3888573,0.3,0.3,2,2262,2515,3005,1.1066555,1.3302086,-38.639,24.906,3.99876934729907,4.23264166412619,-38.639,3.498,0.127459288350334,-0.0699143195078875,-0.699268038808143,-27.3979891904718,5.88423741191022,40.5609790542685,0,0,0,0,0,"241127_24-364.1.xls"
47,"SPINACH","RM","N2_CO2+He_2.met",2.908,2,0,192,278.9,106.168,4.1808637,26.3,18.9,3683,2564,0.6958959,3.765,"2024/11/27 19:28:45",NA,315.8,88.9,131.887,1.3980182,0.3,0.5,2.3,4222,4723,5585,1.1060215,1.3247463,-38.71,21.093,4.66502274513495,4.88194549535118,-38.71,3.765,0.0740000000000003,-0.0244999999999962,-0.75590094053669,-27.3474673280758,5.93689285695325,40.2361436965493,0,0,0,0,0,"241127_24-364.1.xls"
48,"SPINACH","RM","N2_CO2+He_2.met",7.037,2,0,192.4,284.2,249.883,4.0664597,26.2,18.9,8543,5944,0.6958929,3.617,"2024/11/27 19:40:11",NA,313.4,103.3,320.791,1.3482624,0.2,0.2,2.2,8106,9150,10723,1.1058331,1.3221097,-38.661,18.927,5.52099280831607,5.77078982073597,-38.661,3.617,-0.0739999999999998,0.0245000000000033,-0.912686968081565,-27.2929565199381,5.77443021995599,40.443002236625,0,0,0,0,0,"241127_24-364.1.xls"
