domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F10,BBC.SOAP046418.2024.2-10.POOL.CN,A00000398847,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:04,,25-066.52
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F2,BBC.SOAP048083.2024.2-10.POOL.CN,A00000398889,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_048.basePlot.bbc,2024-07-18T11:23,,25-066.53
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F3,BBC.SOAP048609.2024.0-1.POOL.CN,A00000398868,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_048.basePlot.bbc,2024-07-18T11:52,,25-066.54
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F4,BBC.SOAP048609.2024.1-2.POOL.CN,A00000398867,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_048.basePlot.bbc,2024-07-18T11:52,,25-066.55
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F5,BBC.SOAP048609.2024.2-10.POOL.CN,A00000398852,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_048.basePlot.bbc,2024-07-18T11:52,,25-066.56
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F6,BBC.SOAP049423.2024.0-1.POOL.CN,A00000398865,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_049.basePlot.bbc,2024-07-30T08:38,,25-066.57
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F7,BBC.SOAP049423.2024.1-2.POOL.CN,A00000398864,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_049.basePlot.bbc,2024-07-30T08:38,,25-066.58
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F8,BBC.SOAP050311.2024.0-1.POOL.CN,A00000398861,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_050.basePlot.bbc,2024-07-22T12:15,,25-066.59
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,F9,BBC.SOAP050311.2024.1-2.POOL.CN,A00000398862,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_050.basePlot.bbc,2024-07-22T12:15,,25-066.60
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G1,BBC.SOAP046831.2024.0-1.POOL.CN,A00000398853,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:31,,25-066.61
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G10,BBC.SOAP043584.2024.1-2.POOL.CN,A00000398887,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_043.basePlot.bbc,2024-07-22T10:02,,25-066.62
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G2,BBC.SOAP046831.2024.1-2.POOL.CN,A00000398872,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:31,,25-066.63
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G3,BBC.SOAP046831.2024.2-10.POOL.CN,A00000398871,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:31,,25-066.64
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G4,BBC.SOAP047325.2024.0-1.POOL.CN,A00000398873,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T07:42,,25-066.65
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G5,BBC.SOAP047325.2024.1-2.POOL.CN,A00000398850,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T07:42,,25-066.66
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G6,BBC.SOAP047325.2024.2-10.POOL.CN,A00000398848,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T07:42,,25-066.67
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G7,BBC.SOAP047931.2024.0-1.POOL.CN,A00000398846,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T08:14,,25-066.68
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G8,BBC.SOAP047931.2024.1-2.POOL.CN,A00000398845,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T08:14,,25-066.69
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,G9,BBC.SOAP047931.2024.2-10.POOL.CN,A00000398890,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_047.basePlot.bbc,2024-07-15T08:14,,25-066.70
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H1,BBC.SOAP043584.2024.2-10.POOL.CN,A00000398885,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_043.basePlot.bbc,2024-07-22T10:02,,25-066.71
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H10,BBC.SOAP031006.2024.0-1.POOL.CN,A00000398860,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_031.basePlot.bbc,2024-07-30T09:54,,25-066.72
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H2,BBC.SOAP045115.2024.0-1.POOL.CN,A00000398876,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T09:25,,25-066.73
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H3,BBC.SOAP045115.2024.1-2.POOL.CN,A00000398875,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T09:25,,25-066.74
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H4,BBC.SOAP045115.2024.2-10.POOL.CN,A00000398854,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T09:25,,25-066.75
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H5,BBC.SOAP045321.2024.0-1.POOL.CN,A00000398826,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T08:58,,25-066.76
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H6,BBC.SOAP045321.2024.1-2.POOL.CN,A00000398825,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T08:58,,25-066.77
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H7,BBC.SOAP045321.2024.2-10.POOL.CN,A00000398824,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_045.basePlot.bbc,2024-07-15T08:58,,25-066.78
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H8,BBC.SOAP046418.2024.0-1.POOL.CN,A00000398874,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:04,,25-066.79
D17,2/25/25,D172025020392305528,karpiesiuk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772313136191,N,A00000398683,H9,BBC.SOAP046418.2024.1-2.POOL.CN,A00000398849,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_046.basePlot.bbc,2024-07-17T08:04,,25-066.80
