domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B2,cfc.SJER007.QUDO-2.20240411.cn,A00000398248,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_007,2024-04-11T13:42,,,24-379.13
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B3,cfc.SJER008.PISA2-2.20240410.cn,A00000398101,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_008,2024-04-10T13:12,,,24-379.14
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B4,cfc.SJER008.QUWI2-4.20240410.cn,A00000398263,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_008,2024-04-10T13:12,,,24-379.15
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B5,cfc.SJER008.RHIL-5.20240410.cn,A00000398197,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_008,2024-04-10T13:12,,,24-379.16
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B6,cfc.SJER008.TODI-3.20240410.cn,A00000398096,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_008,2024-04-10T13:12,,,24-379.17
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B7,cfc.SJER009.CLIP-1.20240416.cn,A00000398103,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_009,2024-04-16T10:29,,,24-379.18
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B8,cfc.SJER012.CLIP-1.20240409.cn,A00000398181,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_012,2024-04-09T08:58,,,24-379.19
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,B9,cfc.SJER012.QUDO-2.20240409.cn,A00000398158,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_012,2024-04-09T08:58,,,24-379.20
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C1,cfc.SJER014.CLIP-1.20240408.cn,A00000398242,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_014,2024-04-08T09:48,,,24-379.21
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C10,cfc.SJER025.CLIP-3.20240415.cn,A00000398108,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_025,2024-04-15T10:42,,,24-379.22
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C2,cfc.SJER014.QUWI2-2.20240408.cn,A00000398260,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_014,2024-04-08T09:48,,,24-379.23
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C3,cfc.SJER015.CELE2-3.20240409.cn,A00000398255,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_015,2024-04-09T07:51,,,24-379.24
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C4,cfc.SJER015.CLIP-1.20240409.cn,A00000398177,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_015,2024-04-09T07:51,,,24-379.25
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C5,cfc.SJER015.QUDO-2.20240409.cn,A00000398208,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_015,2024-04-09T07:51,,,24-379.26
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C6,cfc.SJER016.CECU-3.20240408.cn,A00000398259,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_016,2024-04-08T08:04,,,24-379.27
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C7,cfc.SJER016.CLIP-1.20240408.cn,A00000398215,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_016,2024-04-08T08:04,,,24-379.28
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C8,cfc.SJER016.PISA2-2.20240408.cn,A00000398082,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_016,2024-04-08T08:04,,,24-379.29
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,C9,cfc.SJER019.CLIP-1.20240410.cn,A00000398222,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_019,2024-04-10T13:33,,,24-379.30
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D1,cfc.SJER025.QUWI2-1.20240415.cn,A00000398268,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_025,2024-04-15T10:42,,,24-379.31
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D10,cfc.SJER047.CLIP-1.20240418.cn,A00000398186,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_047,2024-04-18T10:04,,,24-379.32
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D2,cfc.SJER025.RHIL-2.20240415.cn,A00000398266,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_025,2024-04-15T10:42,,,24-379.33
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D3,cfc.SJER026.CECU-2.20240410.cn,A00000398241,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_026,2024-04-10T12:02,,,24-379.34
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D4,cfc.SJER026.CLIP-1.20240410.cn,A00000398224,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_026,2024-04-10T12:02,,,24-379.35
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D5,cfc.SJER027.AECA-1.20240418.cn,A00000398219,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_027,2024-04-18T15:48,,,24-379.36
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D6,cfc.SJER045.CLIP-1.20240424.cn,A00000398200,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_045,2024-04-24T11:56,,,24-379.37
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D7,cfc.SJER046.CLIP-1.20240424.cn,A00000398267,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_046,2024-04-24T10:00,,,24-379.38
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D8,cfc.SJER046.ARVIM-2.20240424.cn,A00000398201,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_046,2024-04-24T10:00,,,24-379.39
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,D9,cfc.SJER048.CLIP-1.20240424.cn,A00000398265,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SJER_048,2024-04-24T13:10,,,24-379.40
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H1,cfc.SOAP003.ARVIM-4.20240716.cn,A00000398461,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_003,2024-07-16T12:24,,,24-379.41
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H10,cfc.SOAP008.CHFO-3.20240716.cn,A00000398480,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_008,2024-07-16T09:39,,,24-379.42
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H2,cfc.SOAP003.CADE27-2.20240716.cn,A00000398464,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_003,2024-07-16T12:24,,,24-379.43
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H3,cfc.SOAP003.PIPO-1.20240716.cn,A00000398466,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_003,2024-07-16T12:24,,,24-379.44
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H4,cfc.SOAP003.RIRO-3.20240716.cn,A00000398527,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_003,2024-07-16T12:24,,,24-379.45
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H5,cfc.SOAP007.CADE27-2.20240717.cn,A00000398538,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_007,2024-07-17T09:19,,,24-379.46
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H6,cfc.SOAP007.CEIN3-3.20240717.cn,A00000398482,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_007,2024-07-17T09:19,,,24-379.47
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H7,cfc.SOAP007.CHFO-4.20240717.cn,A00000398472,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_007,2024-07-17T09:19,,,24-379.48
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H8,cfc.SOAP007.QUKE-1.20240717.cn,A00000398475,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_007,2024-07-17T09:19,,,24-379.49
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,H9,cfc.SOAP008.CADE27-2.20240716.cn,A00000398488,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_008,2024-07-16T09:39,,,24-379.50
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I1,cfc.SOAP008.QUKE-1.20240716.cn,A00000398539,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_008,2024-07-16T09:39,,,24-379.51
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I10,cfc.SOAP046.QUCH2-2.20240715.cn,A00000398479,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_046,2024-07-15T13:55,,,24-379.52
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I2,cfc.SOAP012.CECU-1.20240716.cn,A00000398493,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_012,2024-07-16T11:07,,,24-379.53
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I3,cfc.SOAP043.CHFO-1.20240718.cn,A00000398534,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_043,2024-07-18T09:50,,,24-379.54
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I4,cfc.SOAP043.TODI-2.20240718.cn,A00000398518,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_043,2024-07-18T09:50,,,24-379.55
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I5,cfc.SOAP045.CADE27-3.20240717.cn,A00000398544,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_045,2024-07-17T12:27,,,24-379.56
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I6,cfc.SOAP045.CEBE3-2.20240717.cn,A00000398546,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_045,2024-07-17T12:27,,,24-379.57
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I7,cfc.SOAP045.QUKE-1.20240717.cn,A00000398506,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_045,2024-07-17T12:27,,,24-379.58
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I8,cfc.SOAP045.TODI-4.20240717.cn,A00000398498,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_045,2024-07-17T12:27,,,24-379.59
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,I9,cfc.SOAP046.CEIN3-1.20240718.cn,A00000398484,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_046,2024-07-18T10:48,,,24-379.60
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J1,cfc.SOAP046.QUKE-1.20240715.cn,A00000398469,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_046,2024-07-15T13:55,,,24-379.61
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J2,cfc.SOAP050.CHFO-3.20240715.cn,A00000398531,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_050,2024-07-15T12:44,,,24-379.62
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J3,cfc.SOAP050.LOIN4-2.20240715.cn,A00000398519,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_050,2024-07-15T12:44,,,24-379.63
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J4,cfc.SOAP050.QUCH2-1.20240715.cn,A00000398495,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_050,2024-07-15T12:44,,,24-379.64
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J5,cfc.SOAP055.ARVIM-3.20240715.cn,A00000398553,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_055,2024-07-15T14:44,,,24-379.65
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J6,cfc.SOAP055.CHFO-2.20240715.cn,A00000398507,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_055,2024-07-15T14:44,,,24-379.66
D17,10/10/24,D1720241010100424502,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840346746212,N,A00000398619,J7,cfc.SOAP055.QUCH2-1.20240715.cn,A00000398526,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SOAP_055,2024-07-15T14:44,,,24-379.67
