domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP.2024.twi.cn,A00000398974,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,5/28/24,,25-047.35
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP050.20240916.lvs.cn,A00000398947,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.36
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP031.20240917.lvs.cn,A00000398950,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.37
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP060.20240917.lvs.cn,A00000398960,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.38
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP046.20240916.lvs.cn,A00000398949,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.39
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP057.20240916.lvs.cn,A00000398956,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.40
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP055.20240916.lvs.cn,A00000398944,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.41
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP061.20240916.lvs.cn,A00000399025,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.42
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP052.20240916.lvs.cn,A00000398953,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.43
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP051.20240916.lvs.cn,A00000398951,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,9/17/24,,25-047.44
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP058.20240205.ndl.cn,A00000399002,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,2/5/24,,25-047.45
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP046.20240205.ndl.cn,A00000399018,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,2/5/24,,25-047.46
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP052.20240205.ndl.cn,A00000399027,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,2/5/24,,25-047.47
D17,1/28/25,D1720250128112824458,burgener@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1Z57R3840365614051,N,NEON.ltr.SOAP048.20240205.ndl.cn,A00000398986,ltr_chemistrySubsampling_in.cnSampleID,N,SOAP,2/5/24,,25-047.48
