domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE043.20251006.ndl.cn,A00000391669,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.14
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE045.20251006.lvs.cn,A00000391691,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.15
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE045.20251006.ndl.cn,A00000391668,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.16
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE046.20251006.lvs.cn,A00000391690,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.17
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE049.20251006.lvs.cn,A00000391674,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.18
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE050.20251006.ndl.cn,A00000391684,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.19
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE051.20251006.lvs.cn,A00000391673,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.20
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE051.20251006.ndl.cn,A00000391683,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.21
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE052.20251006.lvs.cn,A00000391689,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.22
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE052.20251006.ndl.cn,A00000391667,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.23
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE053.20251006.lvs.cn,A00000391688,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.24
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE054.20251006.lvs.cn,A00000391672,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.25
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE054.20251006.ndl.cn,A00000391682,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.26
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE055.20251006.lvs.cn,A00000391687,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.27
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE056.20251006.lvs.cn,A00000391671,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.28
D05,3/24/26,D0520260324092707058,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 889926435029,N,A00000413490,NEON.ltr.TREE056.20251006.ndl.cn,A00000391681,ltr_chemistrySubsampling_in.cnSampleID,N,TREE,10/6/25,,26-091.29
