domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM034114.2025.2-10.POOL.CN,A00000314834,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_034.basePlot.bbc,2025-07-07T11:40,,,26-019.12
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM035025.2025.0-1.POOL.CN,A00000314716,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_035.basePlot.bbc,2025-06-23T11:00,,,26-019.13
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM035025.2025.1-2.POOL.CN,A00000314836,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_035.basePlot.bbc,2025-06-23T11:00,,,26-019.14
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM035025.2025.2-10.POOL.CN,A00000314835,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_035.basePlot.bbc,2025-06-23T11:00,,,26-019.15
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM036070.2025.0-1.POOL.CN,A00000314821,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_036.basePlot.bbc,2025-06-17T09:41,,,26-019.16
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM036070.2025.1-2.POOL.CN,A00000314814,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_036.basePlot.bbc,2025-06-17T09:41,,,26-019.17
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM036070.2025.2-10.POOL.CN,A00000314818,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_036.basePlot.bbc,2025-06-17T09:41,,,26-019.18
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM037153.2025.0-1.POOL.CN,A00000314842,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_037.basePlot.bbc,2025-07-07T12:40,,,26-019.19
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM037153.2025.1-2.POOL.CN,A00000314843,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_037.basePlot.bbc,2025-07-07T12:40,,,26-019.20
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM037153.2025.2-10.POOL.CN,A00000314840,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_037.basePlot.bbc,2025-07-07T12:40,,,26-019.21
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM039157.2025.0-1.POOL.CN,A00000314844,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_039.basePlot.bbc,2025-07-07T09:25,,,26-019.22
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM039157.2025.1-2.POOL.CN,A00000314667,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_039.basePlot.bbc,2025-07-07T09:25,,,26-019.23
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM039157.2025.2-10.POOL.CN,A00000314841,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_039.basePlot.bbc,2025-07-07T09:25,,,26-019.24
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM040147.2025.0-1.POOL.CN,A00000314794,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_040.basePlot.bbc,2025-06-17T12:45,,,26-019.25
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM040147.2025.1-2.POOL.CN,A00000314796,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_040.basePlot.bbc,2025-06-17T12:45,,,26-019.26
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM040147.2025.2-10.POOL.CN,A00000314801,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_040.basePlot.bbc,2025-06-17T12:45,,,26-019.27
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM041073.2025.0-1.POOL.CN,A00000314812,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_041.basePlot.bbc,2025-07-16T15:02,,,26-019.28
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM041073.2025.1-2.POOL.CN,A00000314810,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_041.basePlot.bbc,2025-07-16T15:02,,,26-019.29
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM041073.2025.2-10.POOL.CN,A00000314811,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_041.basePlot.bbc,2025-07-16T15:02,,,26-019.30
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM042165.2025.0-1.POOL.CN,A00000314815,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_042.basePlot.bbc,2025-06-17T10:48,,,26-019.31
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM042165.2025.1-2.POOL.CN,A00000314829,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_042.basePlot.bbc,2025-06-17T10:48,,,26-019.32
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM042165.2025.2-10.POOL.CN,A00000314820,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_042.basePlot.bbc,2025-06-17T10:48,,,26-019.33
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM043134.2025.0-1.POOL.CN,A00000314830,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_043.basePlot.bbc,2025-06-30T11:46,,,26-019.34
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM043134.2025.1-2.POOL.CN,A00000314832,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_043.basePlot.bbc,2025-06-30T11:46,,,26-019.35
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM043134.2025.2-10.POOL.CN,A00000314833,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_043.basePlot.bbc,2025-06-30T11:46,,,26-019.36
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM044049.2025.0-1.POOL.CN,A00000314826,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_044.basePlot.bbc,2025-06-30T12:54,,,26-019.37
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM044049.2025.1-2.POOL.CN,A00000314813,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_044.basePlot.bbc,2025-06-30T12:54,,,26-019.38
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM044049.2025.2-10.POOL.CN,A00000314817,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_044.basePlot.bbc,2025-06-30T12:54,,,26-019.39
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM045014.2025.0-1.POOL.CN,A00000314797,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_045.basePlot.bbc,2025-07-14T12:44,,,26-019.40
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM045014.2025.1-2.POOL.CN,A00000314831,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_045.basePlot.bbc,2025-07-14T12:44,,,26-019.41
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM045014.2025.2-10.POOL.CN,A00000314809,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_045.basePlot.bbc,2025-07-14T12:44,,,26-019.42
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM046038.2025.0-1.POOL.CN,A00000314824,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_046.basePlot.bbc,2025-07-14T10:07,,,26-019.43
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM046038.2025.1-2.POOL.CN,A00000314823,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_046.basePlot.bbc,2025-07-14T10:07,,,26-019.44
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM046038.2025.2-10.POOL.CN,A00000314732,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_046.basePlot.bbc,2025-07-14T10:07,,,26-019.45
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM047139.2025.0-1.POOL.CN,A00000314807,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_047.basePlot.bbc,2025-06-23T13:26,,,26-019.46
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM047139.2025.1-2.POOL.CN,A00000314800,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_047.basePlot.bbc,2025-06-23T13:26,,,26-019.47
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM047139.2025.2-10.POOL.CN,A00000314808,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_047.basePlot.bbc,2025-06-23T13:26,,,26-019.48
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM048154.2025.0-1.POOL.CN,A00000314805,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_048.basePlot.bbc,2025-06-30T12:20,,,26-019.49
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM048154.2025.1-2.POOL.CN,A00000314803,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_048.basePlot.bbc,2025-06-30T12:20,,,26-019.50
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM048154.2025.2-10.POOL.CN,A00000314816,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_048.basePlot.bbc,2025-06-30T12:20,,,26-019.51
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM049017.2025.0-1.POOL.CN,A00000314822,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_049.basePlot.bbc,2025-07-07T12:17,,,26-019.52
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM049017.2025.1-2.POOL.CN,A00000314668,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_049.basePlot.bbc,2025-07-07T12:17,,,26-019.53
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM049017.2025.2-10.POOL.CN,A00000314839,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_049.basePlot.bbc,2025-07-07T12:17,,,26-019.54
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM050031.2025.0-1.POOL.CN,A00000314798,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_050.basePlot.bbc,2025-06-23T10:07,,,26-019.55
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM050031.2025.1-2.POOL.CN,A00000314828,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_050.basePlot.bbc,2025-06-23T10:07,,,26-019.56
D20,10/28/25,D2020251028134012628,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 885568215146,N,BBC.PUUM050031.2025.2-10.POOL.CN,A00000314634,bbc_chemistryPooling_in.cnSampleID,standardSample,PUUM_050.basePlot.bbc,2025-06-23T10:07,,,26-019.57
