domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D8,BBC.HARV035366.2024.2-10.POOL.CN,A00000321849,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T08:40,,25-069.39
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D9,BBC.HARV034272.2024.0-1.POOL.CN,A00000321848,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T14:28,,25-069.40
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E1,BBC.HARV051566.2024.1-2.POOL.CN,A00000321485,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T11:08,,25-069.41
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E10,BBC.HARV033454.2024.1-2.POOL.CN,A00000321857,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:34,,25-069.42
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E2,BBC.HARV052929.2024.1-2.POOL.CN,A00000321471,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:29,,25-069.43
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E3,BBC.HARV052437.2024.2-10.POOL.CN,A00000321919,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:03,,25-069.44
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E4,BBC.HARV048526.2024.1-2.POOL.CN,A00000321512,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:28,,25-069.45
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E5,BBC.HARV044762.2024.0-1.POOL.CN,A00000321522,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T10:22,,25-069.46
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E6,BBC.HARV039543.2024.2-10.POOL.CN,A00000321851,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T14:46,,25-069.47
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E7,BBC.HARV037928.2024.1-2.POOL.CN,A00000321871,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T10:33,,25-069.48
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E8,BBC.HARV041561.2024.0-1.POOL.CN,A00000321839,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-23T13:41,,25-069.49
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,E9,BBC.HARV034272.2024.2-10.POOL.CN,A00000321838,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T14:28,,25-069.50
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F1,BBC.HARV051566.2024.2-10.POOL.CN,A00000321487,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T11:08,,25-069.51
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F10,BBC.HARV033454.2024.2-10.POOL.CN,A00000321846,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:34,,25-069.52
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F2,BBC.HARV052929.2024.0-1.POOL.CN,A00000321472,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:29,,25-069.53
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F3,BBC.HARV043037.2024.0-1.POOL.CN,A00000321933,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T09:41,,25-069.54
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F4,BBC.HARV048526.2024.0-1.POOL.CN,A00000321513,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:28,,25-069.55
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F5,BBC.HARV044762.2024.1-2.POOL.CN,A00000321523,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T10:22,,25-069.56
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F6,BBC.HARV038399.2024.0-1.POOL.CN,A00000321902,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T12:59,,25-069.57
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F7,BBC.HARV037928.2024.2-10.POOL.CN,A00000321861,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T10:33,,25-069.58
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F8,BBC.HARV041561.2024.1-2.POOL.CN,A00000321829,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-23T13:41,,25-069.59
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,F9,BBC.HARV036454.2024.0-1.POOL.CN,A00000321828,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:59,,25-069.60
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G1,BBC.HARV042926.2024.0-1.POOL.CN,A00000321481,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T13:15,,25-069.61
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G10,BBC.HARV035141.2024.0-1.POOL.CN,A00000321817,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T09:08,,25-069.62
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G2,BBC.HARV052929.2024.2-10.POOL.CN,A00000321473,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:29,,25-069.63
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G3,BBC.HARV043037.2024.1-2.POOL.CN,A00000321934,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T09:41,,25-069.64
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G4,BBC.HARV050883.2024.0-1.POOL.CN,A00000321939,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:48,,25-069.65
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G5,BBC.HARV044762.2024.2-10.POOL.CN,A00000321524,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T10:22,,25-069.66
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G6,BBC.HARV038399.2024.1-2.POOL.CN,A00000321892,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T12:59,,25-069.67
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G7,BBC.HARV038613.2024.0-1.POOL.CN,A00000321901,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T13:26,,25-069.68
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G8,BBC.HARV041561.2024.2-10.POOL.CN,A00000321819,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-23T13:41,,25-069.69
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,G9,BBC.HARV036454.2024.1-2.POOL.CN,A00000321818,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:59,,25-069.70
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H1,BBC.HARV042926.2024.1-2.POOL.CN,A00000321482,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T13:15,,25-069.71
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H10,BBC.HARV035141.2024.1-2.POOL.CN,A00000321807,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T09:08,,25-069.72
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H2,BBC.HARV049832.2024.1-2.POOL.CN,A00000321947,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T12:08,,25-069.73
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H3,BBC.HARV043037.2024.2-10.POOL.CN,A00000321938,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T09:41,,25-069.74
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H4,BBC.HARV050883.2024.1-2.POOL.CN,A00000321940,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:48,,25-069.75
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H5,BBC.HARV041451.2024.0-1.POOL.CN,A00000321506,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-31T09:48,,25-069.76
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H6,BBC.HARV038399.2024.2-10.POOL.CN,A00000321882,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T12:59,,25-069.77
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H7,BBC.HARV038613.2024.1-2.POOL.CN,A00000321891,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T13:26,,25-069.78
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H8,BBC.HARV046863.2024.0-1.POOL.CN,A00000321820,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T12:54,,25-069.79
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,H9,BBC.HARV036454.2024.2-10.POOL.CN,A00000321808,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:59,,25-069.80
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I1,BBC.HARV042926.2024.2-10.POOL.CN,A00000321483,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T13:15,,25-069.81
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I10,BBC.HARV035141.2024.2-10.POOL.CN,A00000321899,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T09:08,,25-069.82
