domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B1,BBC.SJER047138.2024.0-1.POOL.CN,B00000143973,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_047.basePlot.bbc,2024-05-09T09:20,,,25-095.11
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B10,BBC.SJER049183.2024.2-10.POOL.CN,A00000397240,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_049.basePlot.bbc,2024-04-25T11:50,,,25-095.12
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B2,BBC.SJER047138.2024.1-2.POOL.CN,B00000143972,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_047.basePlot.bbc,2024-05-09T09:20,,,25-095.13
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B3,BBC.SJER047138.2024.2-10.POOL.CN,B00000143971,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_047.basePlot.bbc,2024-05-09T09:20,,,25-095.14
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B4,BBC.SJER047547.2024.0-1.POOL.CN,B00000143987,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_047.basePlot.bbc,2024-05-09T09:41,,,25-095.15
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B5,BBC.SJER048647.2024.0-1.POOL.CN,A00000397227,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_048.basePlot.bbc,2024-04-15T10:18,,,25-095.16
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B6,BBC.SJER048759.2024.0-1.POOL.CN,A00000397225,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_048.basePlot.bbc,2024-04-15T10:47,,,25-095.17
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B7,BBC.SJER048759.2024.1-2.POOL.CN,A00000397226,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_048.basePlot.bbc,2024-04-15T10:47,,,25-095.18
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B8,BBC.SJER048759.2024.2-10.POOL.CN,A00000397223,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_048.basePlot.bbc,2024-04-15T10:47,,,25-095.19
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,B9,BBC.SJER049183.2024.0-1.POOL.CN,A00000397228,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_049.basePlot.bbc,2024-04-25T11:50,,,25-095.20
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C1,BBC.SJER049320.2024.0-1.POOL.CN,A00000397239,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_049.basePlot.bbc,2024-04-24T12:37,,,25-095.21
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C10,BBC.SJER052058.2024.0-1.POOL.CN,B00000143955,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_052.basePlot.bbc,2024-05-07T10:53,,,25-095.22
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C2,BBC.SJER050097.2024.0-1.POOL.CN,A00000397244,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_050.basePlot.bbc,2024-04-30T12:50,,,25-095.23
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C3,BBC.SJER050623.2024.0-1.POOL.CN,A00000397238,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_050.basePlot.bbc,2024-04-30T12:23,,,25-095.24
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C4,BBC.SJER050623.2024.1-2.POOL.CN,A00000397237,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_050.basePlot.bbc,2024-04-30T12:23,,,25-095.25
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C5,BBC.SJER051712.2024.0-1.POOL.CN,A00000397274,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_051.basePlot.bbc,2024-04-29T11:59,,,25-095.26
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C6,BBC.SJER051712.2024.1-2.POOL.CN,A00000397236,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_051.basePlot.bbc,2024-04-29T11:59,,,25-095.27
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C7,BBC.SJER051712.2024.2-10.POOL.CN,B00000143958,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_051.basePlot.bbc,2024-04-29T11:59,,,25-095.28
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C8,BBC.SJER051811.2024.0-1.POOL.CN,A00000397235,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_051.basePlot.bbc,2024-04-29T12:26,,,25-095.29
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,C9,BBC.SJER051811.2024.1-2.POOL.CN,B00000143966,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_051.basePlot.bbc,2024-04-29T12:26,,,25-095.30
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D1,BBC.SJER052058.2024.1-2.POOL.CN,A00000397234,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_052.basePlot.bbc,2024-05-07T10:53,,,25-095.31
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D10,BBC.SJER054582.2024.1-2.POOL.CN,B00000143982,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_054.basePlot.bbc,2024-05-08T09:04,,,25-095.32
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D2,BBC.SJER052058.2024.2-10.POOL.CN,A00000397233,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_052.basePlot.bbc,2024-05-07T10:53,,,25-095.33
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D3,BBC.SJER052413.2024.0-1.POOL.CN,B00000143956,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_052.basePlot.bbc,2024-05-07T11:22,,,25-095.34
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D4,BBC.SJER053018.2024.0-1.POOL.CN,B00000143967,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_053.basePlot.bbc,2024-04-15T12:21,,,25-095.35
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D5,BBC.SJER053350.2024.0-1.POOL.CN,B00000143968,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_053.basePlot.bbc,2024-04-15T12:58,,,25-095.36
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D6,BBC.SJER053350.2024.1-2.POOL.CN,B00000143957,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_053.basePlot.bbc,2024-04-15T12:58,,,25-095.37
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D7,BBC.SJER053350.2024.2-10.POOL.CN,B00000143969,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_053.basePlot.bbc,2024-04-15T12:58,,,25-095.38
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D8,BBC.SJER054182.2024.0-1.POOL.CN,B00000143988,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_054.basePlot.bbc,2024-05-08T08:38,,,25-095.39
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,D9,BBC.SJER054582.2024.0-1.POOL.CN,B00000143989,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_054.basePlot.bbc,2024-05-08T09:04,,,25-095.40
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E1,BBC.SJER054582.2024.2-10.POOL.CN,B00000143983,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_054.basePlot.bbc,2024-05-08T09:04,,,25-095.41
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E10,BBC.SJER057656.2024.1-2.POOL.CN,A00000397258,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_057.basePlot.bbc,2024-04-24T10:14,,,25-095.42
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E2,BBC.SJER055133.2024.0-1.POOL.CN,A00000397232,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_055.basePlot.bbc,2024-04-22T09:17,,,25-095.43
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E3,BBC.SJER055133.2024.1-2.POOL.CN,A00000397231,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_055.basePlot.bbc,2024-04-22T09:17,,,25-095.44
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E4,BBC.SJER055526.2024.0-1.POOL.CN,A00000397253,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_055.basePlot.bbc,2024-04-22T08:46,,,25-095.45
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E5,BBC.SJER055526.2024.1-2.POOL.CN,A00000397254,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SJER_055.basePlot.bbc,2024-04-22T08:46,,,25-095.46
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E6,BBC.SJER056418.2024.0-1.POOL.CN,A00000397255,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_056.basePlot.bbc,2024-05-08T10:22,,,25-095.47
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E7,BBC.SJER056542.2024.0-1.POOL.CN,B00000143952,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_056.basePlot.bbc,2024-05-08T09:56,,,25-095.48
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E8,BBC.SJER056542.2024.1-2.POOL.CN,A00000397256,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_056.basePlot.bbc,2024-05-08T09:56,,,25-095.49
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,E9,BBC.SJER057411.2024.0-1.POOL.CN,B00000143951,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_057.basePlot.bbc,2024-04-24T10:41,,,25-095.50
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F1,BBC.SJER057656.2024.2-10.POOL.CN,A00000397259,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_057.basePlot.bbc,2024-04-24T10:14,,,25-095.51
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F10,BBC.SJER059181.2024.0-1.POOL.CN,B00000143970,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_059.basePlot.bbc,2024-05-09T12:04,,,25-095.52
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F2,BBC.SJER057656.2024.0-1.POOL.CN,B00000143961,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_057.basePlot.bbc,2024-04-24T10:14,,,25-095.53
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F3,BBC.SJER057411.2024.1-2.POOL.CN,A00000397257,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_057.basePlot.bbc,2024-04-24T10:41,,,25-095.54
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F4,BBC.SJER058600.2024.0-1.POOL.CN,B00000144000,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:47,,,25-095.55
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F5,BBC.SJER058600.2024.1-2.POOL.CN,B00000143999,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:47,,,25-095.56
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F6,BBC.SJER058600.2024.2-10.POOL.CN,B00000143994,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:47,,,25-095.57
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F7,BBC.SJER058922.2024.0-1.POOL.CN,B00000143998,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:19,,,25-095.58
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F8,BBC.SJER058922.2024.1-2.POOL.CN,B00000143981,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:19,,,25-095.59
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,F9,BBC.SJER058922.2024.2-10.POOL.CN,B00000143984,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_058.basePlot.bbc,2024-05-09T10:19,,,25-095.60
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G1,BBC.SJER059181.2024.1-2.POOL.CN,A00000397260,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_059.basePlot.bbc,2024-05-09T12:04,,,25-095.61
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G10,BBC.SJER061916.2024.0-1.POOL.CN,B00000143965,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_061.basePlot.bbc,2024-04-29T10:11,,,25-095.62
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G2,BBC.SJER059295.2024.0-1.POOL.CN,B00000143977,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_059.basePlot.bbc,2024-05-09T12:28,,,25-095.63
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G3,BBC.SJER059295.2024.1-2.POOL.CN,A00000397229,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_059.basePlot.bbc,2024-05-09T12:28,,,25-095.64
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G4,BBC.SJER059295.2024.2-10.POOL.CN,A00000397230,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_059.basePlot.bbc,2024-05-09T12:28,,,25-095.65
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G5,BBC.SJER060436.2024.1-2.POOL.CN,A00000397275,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_060.basePlot.bbc,2024-04-22T11:56,,,25-095.66
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G6,BBC.SJER060635.2024.1-2.POOL.CN,A00000397276,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_060.basePlot.bbc,2024-04-22T11:15,,,25-095.67
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G7,BBC.SJER060436.2024.0-1.POOL.CN,B00000143962,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_060.basePlot.bbc,2024-04-22T11:56,,,25-095.68
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G8,BBC.SJER060635.2024.0-1.POOL.CN,B00000143963,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_060.basePlot.bbc,2024-04-22T11:15,,,25-095.69
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,G9,BBC.SJER061530.2024.0-1.POOL.CN,B00000143964,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_061.basePlot.bbc,2024-04-29T10:42,,,25-095.70
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H1,BBC.SJER062021.2024.0-1.POOL.CN,A00000397252,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_062.basePlot.bbc,2024-04-18T11:23,,,25-095.71
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H2,BBC.SJER062021.2024.2-10.POOL.CN,A00000397251,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_062.basePlot.bbc,2024-04-18T11:23,,,25-095.72
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H3,BBC.SJER062406.2024.0-1.POOL.CN,A00000397250,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_062.basePlot.bbc,2024-04-18T12:03,,,25-095.73
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H4,BBC.SJER063444.2024.0-1.POOL.CN,B00000143990,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_063.basePlot.bbc,2024-05-08T11:30,,,25-095.74
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H5,BBC.SJER063767.2024.0-1.POOL.CN,B00000143996,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_063.basePlot.bbc,2024-04-30T10:56,,,25-095.75
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H6,BBC.SJER064052.2024.0-1.POOL.CN,B00000143997,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_064.basePlot.bbc,2024-05-07T09:39,,,25-095.76
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H7,BBC.SJER064052.2024.2-10.POOL.CN,B00000143985,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_064.basePlot.bbc,2024-05-07T09:39,,,25-095.77
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H8,BBC.SJER064635.2024.0-1.POOL.CN,B00000143995,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_064.basePlot.bbc,2024-05-07T10:10,,,25-095.78
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000399997,H9,BBC.SJER064635.2024.1-2.POOL.CN,B00000143986,bbc_chemistryPooling_in.cnSampleID,standardSample,SJER_064.basePlot.bbc,2024-05-07T10:10,,,25-095.79
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A1,BBC.SOAP052310.2024.0-1.POOL.CN,A00000397249,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T08:26,,,25-095.80
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A10,BBC.SOAP058757.2024.0-1.POOL.CN,A00000397307,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T11:15,,,25-095.81
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A2,BBC.SOAP052310.2024.1-2.POOL.CN,A00000397248,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T08:26,,,25-095.82
