domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE037.20241029.twi.cn,A00000456861,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.11
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE038.20241015.lvs.cn,A00000456869,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.12
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE038.20241029.ndl.cn,A00000456863,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.13
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE043.20241015.lvs.cn,A00000456870,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.14
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE043.20241029.ndl.cn,A00000456847,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.15
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE044.20241015.lvs.cn,A00000456859,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.16
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE044.20241029.ndl.cn,A00000456849,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.17
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE045.20241015.lvs.cn,A00000456880,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.18
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE047.20241015.lvs.cn,A00000456858,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.19
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE048.20241015.lvs.cn,A00000456878,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.20
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE048.20241029.ndl.cn,A00000456846,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.21
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE050.20241015.lvs.cn,A00000456872,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.22
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE050.20241029.ndl.cn,A00000456857,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/29/24,,25-101.23
D05,2/18/25,D0520250218125157604,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772156977720,N,A00000456997,NEON.ltr.UNDE057.20241015.lvs.cn,A00000456855,ltr_chemistrySubsampling_in.cnSampleID,N,UNDE,10/15/24,,25-101.24
