domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B1,BBC.JERC048529.2024.1-2.POOL.CN,A00000185041,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_048.basePlot.bbc,2024-08-20T10:11,,25-065.11
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B10,BBC.JERC050124.2024.1-2.POOL.CN,A00000185050,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:24,,25-065.12
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B2,BBC.JERC048529.2024.2-10.POOL.CN,A00000185042,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_048.basePlot.bbc,2024-08-20T10:11,,25-065.13
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B3,BBC.JERC049209.2024.0-1.POOL.CN,A00000185043,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:01,,25-065.14
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B4,BBC.JERC049209.2024.1-2.POOL.CN,A00000185044,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:01,,25-065.15
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B5,BBC.JERC049209.2024.2-10.POOL.CN,A00000185045,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:01,,25-065.16
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B6,BBC.JERC049549.2024.0-1.POOL.CN,A00000185046,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:17,,25-065.17
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B7,BBC.JERC049549.2024.1-2.POOL.CN,A00000185047,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:17,,25-065.18
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B8,BBC.JERC049549.2024.2-10.POOL.CN,A00000185048,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_049.basePlot.bbc,2024-08-20T11:17,,25-065.19
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,B9,BBC.JERC050124.2024.0-1.POOL.CN,A00000185049,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:24,,25-065.20
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C1,BBC.JERC050124.2024.2-10.POOL.CN,A00000185051,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:24,,25-065.21
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C10,BBC.JERC051529.2024.2-10.POOL.CN,A00000185085,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:26,,25-065.22
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C2,BBC.JERC050266.2024.0-1.POOL.CN,A00000185052,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:48,,25-065.23
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C3,BBC.JERC050266.2024.1-2.POOL.CN,A00000185053,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:48,,25-065.24
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C4,BBC.JERC050266.2024.2-10.POOL.CN,A00000185054,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_050.basePlot.bbc,2024-08-19T19:48,,25-065.25
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C5,BBC.JERC051070.2024.0-1.POOL.CN,A00000185055,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:19,,25-065.26
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C6,BBC.JERC051070.2024.1-2.POOL.CN,A00000185056,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:19,,25-065.27
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C7,BBC.JERC051070.2024.2-10.POOL.CN,A00000185057,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:19,,25-065.28
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C8,BBC.JERC051529.2024.0-1.POOL.CN,A00000185058,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:26,,25-065.29
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,C9,BBC.JERC051529.2024.1-2.POOL.CN,A00000185059,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_051.basePlot.bbc,2024-08-21T09:26,,25-065.30
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D1,BBC.JERC052209.2024.0-1.POOL.CN,A00000185069,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:53,,25-065.31
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D10,BBC.JERC053860.2024.0-1.POOL.CN,A00000185080,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:14,,25-065.32
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D2,BBC.JERC052209.2024.1-2.POOL.CN,A00000185070,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:53,,25-065.33
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D3,BBC.JERC052209.2024.2-10.POOL.CN,A00000185074,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:53,,25-065.34
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D4,BBC.JERC052549.2024.0-1.POOL.CN,A00000185071,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:37,,25-065.35
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D5,BBC.JERC052549.2024.1-2.POOL.CN,A00000185072,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:37,,25-065.36
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D6,BBC.JERC052549.2024.2-10.POOL.CN,A00000185073,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_052.basePlot.bbc,2024-08-21T07:37,,25-065.37
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D7,BBC.JERC053170.2024.0-1.POOL.CN,A00000185078,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:30,,25-065.38
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D8,BBC.JERC053170.2024.1-2.POOL.CN,A00000185075,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:30,,25-065.39
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,D9,BBC.JERC053170.2024.2-10.POOL.CN,A00000185079,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:30,,25-065.40
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E1,BBC.JERC053860.2024.1-2.POOL.CN,A00000185082,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:14,,25-065.41
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E10,BBC.JERC055714.2024.1-2.POOL.CN,A00000185065,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:24,,25-065.42
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E2,BBC.JERC053860.2024.2-10.POOL.CN,A00000185081,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_053.basePlot.bbc,2024-08-20T09:14,,25-065.43
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E3,BBC.JERC054205.2024.0-1.POOL.CN,A00000185083,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:31,,25-065.44
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E4,BBC.JERC054205.2024.1-2.POOL.CN,A00000185076,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:31,,25-065.45
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E5,BBC.JERC054205.2024.2-10.POOL.CN,A00000185084,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:31,,25-065.46
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E6,BBC.JERC054667.2024.0-1.POOL.CN,A00000185067,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:52,,25-065.47
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E7,BBC.JERC054667.2024.1-2.POOL.CN,A00000185066,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:52,,25-065.48
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E8,BBC.JERC054667.2024.2-10.POOL.CN,A00000185068,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_054.basePlot.bbc,2024-08-19T18:52,,25-065.49
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,E9,BBC.JERC055714.2024.0-1.POOL.CN,A00000185077,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:24,,25-065.50
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F1,BBC.JERC055714.2024.2-10.POOL.CN,A00000185064,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:24,,25-065.51
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F10,BBC.JERC056921.2024.2-10.POOL.CN,A00000185094,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T10:57,,25-065.52
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F2,BBC.JERC055818.2024.0-1.POOL.CN,A00000185063,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:20,,25-065.53
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F3,BBC.JERC055818.2024.1-2.POOL.CN,A00000185062,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:20,,25-065.54
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F4,BBC.JERC055818.2024.2-10.POOL.CN,A00000185061,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_055.basePlot.bbc,2024-08-21T08:20,,25-065.55
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F5,BBC.JERC056711.2024.0-1.POOL.CN,A00000185060,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T11:00,,25-065.56
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F6,BBC.JERC056711.2024.1-2.POOL.CN,A00000185092,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T11:00,,25-065.57
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F7,BBC.JERC056711.2024.2-10.POOL.CN,A00000185093,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T11:00,,25-065.58
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F8,BBC.JERC056921.2024.0-1.POOL.CN,A00000185095,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T10:57,,25-065.59
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,F9,BBC.JERC056921.2024.1-2.POOL.CN,A00000185096,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_056.basePlot.bbc,2024-08-21T10:57,,25-065.60
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G1,BBC.JERC057367.2024.0-1.POOL.CN,A00000185097,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T16:06,,25-065.61
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G10,BBC.JERC058362.2024.0-1.POOL.CN,A00000185088,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:29,,25-065.62
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G2,BBC.JERC057367.2024.1-2.POOL.CN,A00000185098,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T16:06,,25-065.63
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G3,BBC.JERC057367.2024.2-10.POOL.CN,A00000185099,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T16:06,,25-065.64
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G4,BBC.JERC057831.2024.0-1.POOL.CN,A00000185100,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T15:30,,25-065.65
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G5,BBC.JERC057831.2024.1-2.POOL.CN,A00000185091,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T15:30,,25-065.66
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G6,BBC.JERC057831.2024.2-10.POOL.CN,A00000185090,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_057.basePlot.bbc,2024-08-19T15:30,,25-065.67
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G7,BBC.JERC058211.2024.0-1.POOL.CN,A00000185089,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:35,,25-065.68
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G8,BBC.JERC058211.2024.1-2.POOL.CN,A00000185086,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:35,,25-065.69
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,G9,BBC.JERC058211.2024.2-10.POOL.CN,A00000185087,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:35,,25-065.70
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H1,BBC.JERC058362.2024.1-2.POOL.CN,A00000185101,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:29,,25-065.71
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H10,BBC.JERC060385.2024.1-2.POOL.CN,A00000185138,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:32,,25-065.72
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H2,BBC.JERC058362.2024.2-10.POOL.CN,A00000185102,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_058.basePlot.bbc,2024-08-20T08:29,,25-065.73
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H3,BBC.JERC059637.2024.0-1.POOL.CN,A00000185103,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:25,,25-065.74
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H4,BBC.JERC059637.2024.1-2.POOL.CN,A00000185104,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:25,,25-065.75
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H5,BBC.JERC059637.2024.2-10.POOL.CN,A00000185117,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:25,,25-065.76
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H6,BBC.JERC059830.2024.0-1.POOL.CN,A00000185133,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:51,,25-065.77
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H7,BBC.JERC059830.2024.1-2.POOL.CN,A00000185105,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:51,,25-065.78
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H8,BBC.JERC059830.2024.2-10.POOL.CN,A00000185106,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_059.basePlot.bbc,2024-08-20T14:51,,25-065.79
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,H9,BBC.JERC060385.2024.0-1.POOL.CN,A00000185118,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:32,,25-065.80
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I1,BBC.JERC060385.2024.2-10.POOL.CN,A00000185121,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:32,,25-065.81
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I10,BBC.JERC061362.2024.2-10.POOL.CN,A00000185139,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:31,,25-065.82
