domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP044.20251027.lvs.cn,A00000269438,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.11
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP044.20251027.ndl.cn,A00000270541,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.12
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP045.20251027.lvs.cn,A00000269439,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.13
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP045.20251027.ndl.cn,A00000270557,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.14
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP046.20251027.lvs.cn,A00000269440,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.15
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP046.20251027.ndl.cn,A00000270573,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.16
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP047.20251027.lvs.cn,A00000269442,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.17
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP047.20251027.ndl.cn,A00000270494,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.18
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP048.20251027.ndl.cn,A00000270510,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.19
D10,1/19/26,D1020260119135114107,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 888035034676,N,A00000270577,NEON.ltr.RMNP049.20251027.ndl.cn,A00000270526,ltr_chemistrySubsampling_in.cnSampleID,N,RMNP,10/27/25,,26-012.20
