domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,E4,cfc.SRER004.OPPH-4.20250908.cn,A00000495132,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_004,2025-09-08T10:45,,,26-015.28
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,E5,cfc.SRER002.PAFL6-3.20250902.cn,A00000494750,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_002,2025-09-02T07:42,,,26-015.29
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,E6,cfc.SRER047.LATR2-1.20250908.cn,A00000494710,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_047,2025-09-08T08:31,,,26-015.30
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F1,cfc.SRER011.EPTR-4.20250910.cn,A00000495167,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_011,2025-09-10T08:03,,,26-015.31
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F2,cfc.SRER055.ACCO2-1.20250903.cn,A00000495100,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_055,2025-09-03T13:44,,,26-015.32
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F3,cfc.SRER006.ATCA2-3.20250910.cn,A00000495106,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_006,2025-09-10T08:47,,,26-015.33
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F4,cfc.SRER002.SEGR4-2.20250902.cn,A00000495161,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_002,2025-09-02T07:42,,,26-015.34
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F5,cfc.SRER058.ALWR-1.20250903.cn,A00000494588,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_058,2025-09-03T09:04,,,26-015.35
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,F6,cfc.SRER016.LATR2-1.20250911.cn,A00000494755,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_016,2025-09-11T08:42,,,26-015.36
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,G1,cfc.SRER015.MIDY-4.20250909.cn,A00000495151,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_015,2025-09-09T09:05,,,26-015.37
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,G2,cfc.SRER005.PRVE-4.20250901.cn,A00000495116,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_005,2025-09-01T08:24,,,26-015.38
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,G3,cfc.SRER011.PRVE-2.20250910.cn,A00000495137,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_011,2025-09-10T08:03,,,26-015.39
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,G4,cfc.SRER003.PRVE-3.20250901.cn,A00000495086,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_003,2025-09-01T11:00,,,26-015.40
D14,11/6/25,D1420251106132826703,fowlerm@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 885823781990,N,A00000495175,G5,cfc.SRER004.ACCO2-1.20250908.cn,A00000494724,cfc_chemistrySubsampling_in.cnSampleID,standardSample,SRER_004,2025-09-08T10:45,,,26-015.41
