domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV006.QUAL-1.20240808.cn,A00000445067,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_006,2024-08-08T10:12,,,24-440.12
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV006.QURU-1.20240829.cn,A00000321834,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_006,2024-08-29T11:09,,,24-440.13
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV006.QURU-3.20240808.cn,A00000445061,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_006,2024-08-08T10:12,,,24-440.14
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV006.QUVE-2.20240808.cn,A00000445071,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_006,2024-08-08T10:12,,,24-440.15
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV011.ACSAS-1.20240807.cn,A00000321825,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_011,2024-08-07T11:36,,,24-440.16
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV011.FRAM2-4.20240807.cn,A00000321885,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_011,2024-08-07T11:36,,,24-440.17
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV011.QUAL-3.20240807.cn,A00000321773,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_011,2024-08-07T11:36,,,24-440.18
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV011.QURU-1.20240828.cn,A00000321795,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_011,2024-08-28T15:09,,,24-440.19
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV011.QURU-2.20240807.cn,A00000321771,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_011,2024-08-07T11:36,,,24-440.20
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV015.QUVE-1.20240812.cn,A00000445058,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_015,2024-08-12T13:28,,,24-440.21
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV016.BEAL2-1.20240807.cn,A00000321845,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_016,2024-08-07T13:16,,,24-440.22
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV016.BEPO-2.20240807.cn,A00000321876,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_016,2024-08-07T13:16,,,24-440.23
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV020.ACNI5-2.20240808.cn,A00000321780,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_020,2024-08-08T11:48,,,24-440.24
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV020.ACRU-1.20240808.cn,A00000445029,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_020,2024-08-08T11:48,,,24-440.25
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV021.ACRU-1.20240808.cn,A00000321798,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_021,2024-08-08T07:54,,,24-440.26
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV021.PIST-1.20240829.cn,A00000321803,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_021,2024-08-29T14:21,,,24-440.27
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV021.PIST-2.20240808.cn,A00000321788,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_021,2024-08-08T07:54,,,24-440.28
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV026.BEPAP-3.20240808.cn,A00000321781,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_026,2024-08-08T09:04,,,24-440.29
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV026.PIRI-2.20240808.cn,A00000445043,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_026,2024-08-08T09:04,,,24-440.30
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV026.PIST-1.20240808.cn,A00000445051,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_026,2024-08-08T09:04,,,24-440.31
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV026.PIST-1.20240829.cn,A00000321775,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_026,2024-08-29T13:05,,,24-440.32
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV027.ACRU-3.20240806.cn,A00000321763,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_027,2024-08-06T11:35,,,24-440.33
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV027.FRAM2-1.20240806.cn,A00000321777,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_027,2024-08-06T11:35,,,24-440.34
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV027.PIST-2.20240806.cn,A00000321783,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_027,2024-08-06T11:35,,,24-440.35
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV033.PIAB-2.20240808.cn,A00000445057,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_033,2024-08-08T15:15,,,24-440.36
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV033.PIST-1.20240808.cn,A00000445066,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_033,2024-08-08T15:15,,,24-440.37
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV034.PIRE-1.20240808.cn,A00000445026,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_034,2024-08-08T14:40,,,24-440.38
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV035.BEPAP-2.20240814.cn,A00000321768,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_035,2024-08-14T11:22,,,24-440.39
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV035.TSCA-1.20240814.cn,A00000445035,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_035,2024-08-14T11:22,,,24-440.40
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV036.BELE-2.20240807.cn,A00000445028,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_036,2024-08-07T16:25,,,24-440.41
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV036.PRSES-1.20240807.cn,A00000445037,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_036,2024-08-07T16:25,,,24-440.42
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV037.ACRU-1.20240806.cn,A00000445036,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_037,2024-08-06T18:11,,,24-440.43
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV037.ACRU-1.20240827.cn,A00000321774,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_037,2024-08-27T09:11,,,24-440.44
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV037.TSCA-2.20240806.cn,A00000445046,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_037,2024-08-06T18:11,,,24-440.45
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV037.TSCA-2.20240827.cn,A00000445075,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_037,2024-08-27T09:11,,,24-440.46
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV038.PIRE-1.20240808.cn,A00000445070,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_038,2024-08-08T14:58,,,24-440.47
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV041.NYSY-3.20240806.cn,A00000445069,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_041,2024-08-06T16:29,,,24-440.48
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV041.PIAB-2.20240806.cn,A00000445073,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_041,2024-08-06T16:29,,,24-440.49
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV041.TSCA-1.20240806.cn,A00000321782,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_041,2024-08-06T16:29,,,24-440.50
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV041.TSCA-1.20240827.cn,A00000445033,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_041,2024-08-27T13:35,,,24-440.51
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV042.QURU-1.20240809.cn,A00000321790,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_042,2024-08-09T09:13,,,24-440.52
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV046.PIMA-2.20240812.cn,A00000445053,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_046,2024-08-12T10:17,,,24-440.53
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV046.PIRU-1.20240812.cn,A00000321759,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_046,2024-08-12T10:17,,,24-440.54
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV047.FAGR-1.20240812.cn,A00000321778,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_047,2024-08-12T12:20,,,24-440.55
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV047.PRSES-1.20240814.cn,A00000445074,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_047,2024-08-14T14:33,,,24-440.56
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV049.TSCA-1.20240806.cn,A00000321786,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_049,2024-08-06T18:29,,,24-440.57
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV052.BEAL2-3.20240807.cn,A00000321804,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_052,2024-08-07T17:15,,,24-440.58
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV052.FAGR-1.20240807.cn,A00000445044,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_052,2024-08-07T17:15,,,24-440.59
D01,12/2/24,D0120241202120802894,webberj@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440363054689,N,cfc.HARV052.TSCA-2.20240807.cn,A00000321757,cfc_chemistrySubsampling_in.cnSampleID,standardSample,HARV_052,2024-08-07T17:15,,,24-440.60
