"analysisDate","sampleID","sampleCode","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
2024-11-15,"cfc.CLBJ003.PRME-1.20240529.cn","A00000420581","24-315.3","241115_24-315.1-24-320.2","","N",1.77406752051891,45.7432560540285,25.7843940689747,-2.3300335367815,-30.5481738880156,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-17,"cfc.CLBJ046.MORU2-1.20240523.cn","A00000420617","24-315.30","241115_24-315.1-24-320.2","","N",2.93960618702344,44.0090412309366,14.9710670174833,-2.57627385240372,-29.6597143932517,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-17,"cfc.CLBJ046.QUST-3.20240523.cn","A00000420634","24-315.31","241115_24-315.1-24-320.2","","N",1.73453878370886,50.12433622759,28.8977892557768,-2.65994337763183,-30.028766798769,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ046.ULAL-2.20240523.cn","A00000420631","24-315.32","241114_24-315.2-320","","N",1.83979961373611,46.7186808147246,25.3933528770844,-2.7743336716309,-28.0805543677122,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ046.ULAL-4.20240523.cn","A00000420605","24-315.33","241114_24-315.2-320","","N",2.01840319372188,46.4811485565601,23.0286737065899,-3.29534244966644,-28.1098646593339,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ048.CLIP-1.20240521.cn","A00000420593","24-315.34","241114_24-315.2-320","","N",1.32280853245255,45.7344000724232,34.5737111232791,-3.57995080322571,-26.4213825027002,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ051.QUFU-1.20240604.cn","A00000420606","24-315.35","241114_24-315.2-320","","N",1.08293296167116,50.0358545931774,46.204018498027,-3.82308850753529,-31.1644157647629,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ051.QUMA3-1.20240523.cn","A00000420630","24-315.36","241114_24-315.2-320","","N",1.27471147562955,50.15378573668,39.3452061078451,-4.74522834933631,-30.7917563427161,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ051.QUMA3-2.20240523.cn","A00000420591","24-315.37","241114_24-315.2-320","","N",1.32022910371229,51.0358324281297,38.6568000088958,-3.84443825663188,-28.9274124363524,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-14,"cfc.CLBJ051.QUSH-2.20240604.cn","A00000420635","24-315.38","241114_24-315.2-320","","N",1.56769744184199,49.7237507018027,31.7176958861265,-3.50664479708511,-29.8904648753499,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-15,"cfc.CLBJ005.CELA-1.20240529.cn","A00000420625","24-315.4","241115_24-315.1-24-320.2","","N",2.26437244146062,42.6018655754647,18.813983422261,-0.8138725609768,-28.8742951712534,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-15,"cfc.CLBJ005.PODE3-1.20240524.cn","A00000420566","24-315.5","241115_24-315.1-24-320.2","","N",1.85330847952549,46.7953156443091,25.2496096366485,-2.35932591167687,-29.0582956583346,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-15,"cfc.CLBJ006.QUMA3-1.20240529.cn","A00000420583","24-315.6","241115_24-315.1-24-320.2","","N",1.85082265566923,49.2685650434881,26.6198195124607,-1.81887254075994,-30.112881307149,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-15,"cfc.CLBJ014.JUVI-1.20240522.cn","A00000420573","24-315.7","241115_24-315.1-24-320.2","","N",1.27536967809292,51.2378560386714,40.1749052990566,-1.34149492190046,-26.0627677286515,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-15,"cfc.CLBJ021.CELA-1.20240524.cn","A00000420585","24-315.8","241115_24-315.1-24-320.2","","N",1.92470782298841,45.7802263878061,23.7855459623607,-1.57858514116187,-26.9102214005801,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
2024-11-16,"cfc.CLBJ021.PRME-1.20240529.cn","A00000420548","24-315.9","241115_24-315.1-24-320.2","","N",1.83756337643117,47.9877901652379,26.1149034535274,-1.25275262171526,-29.6239657271902,1,0,0,0,0,"","NEON_vegIso_SOP v.2","Delta Advantage coupled with EA via Conflo III","schakraborty","schakraborty"
